,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
agent,0.02510588425437747,-0.07203127721071227,0.027118077476548985,-0.05170381012929505,0.0568672352169556,0.0011002042626966886,-0.011559138154243974,0.0015990427771290427,0.019484618147884727,0.009392484341289172,0.015444387835296853,0.018598323997032908,0.033215441187891534,0.043637828069355344,0.014606566702965923
patient,-0.02510588425510791,0.07203127721055287,-0.027118077476614127,0.05170381012918157,-0.056867235216977674,-0.001100204262758078,0.011559138154199927,-0.0015990427771344577,-0.019484618147906647,-0.009392484341355124,-0.015444387835296398,-0.01859832399711507,-0.033215441187877115,-0.04363782806938597,-0.014606566703308736
