,Group
CEO,0.3836753087186502
accountant,0.18544510590681323
administrator,-0.43167854776833414
agronomist,0.37404326311679387
bodyguard,0.404738816323717
bookbinder,0.04197424389623209
builder,2.0990009342528375
cashier,-1.2878813736965917
chauffeur,0.7923485580058621
colonel,1.47280566830934
doctor,0.34524767054118355
electrician,1.0263020790977508
farmer,1.941290344407952
farmhand,0.9177245740574141
fisherman,2.938378381192281
hairdresser,-1.3652832398521981
hawker,0.9312053507596311
housekeeper,-3.186350890403942
manager,-0.440800503586672
midwife,-4.211409443743069
molder,-0.12576219240902206
nurse,-3.2523180095391258
paralegal,-1.5330230836016598
programmer,1.1407805068724652
salesperson,-0.3702837123696164
scientist,0.3385954797765839
scrivener,0.25189427060383573
secretary,-2.4808137950785407
sergeant,1.5417061347676562
soldier,1.906898968678108
solicitor,-0.14443489610923213
teacher,-1.6562058363912704
tradesperson,0.5693779820888063
welder,0.8828118825618815
