,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.5914089898106563,0.007012784762198531,-0.10205677724526402
carpenter,2.7555906666132586,0.08259530169491003,-0.15950421749086646
cashier,-1.0895115312066133,0.03958800988047188,-0.009093401362341548
ceo,0.7342325241980492,-0.00692929408420423,-0.08736709931275373
cleaner,-0.9362531958367458,-0.04779943484330755,0.33844201608318075
cook,-0.2811049484568949,0.03067778894910538,0.3541012932882988
designer,0.14135406987743282,0.00516200340302938,-0.0037147883313183618
driver,1.1255865551660151,-0.013886132650082674,-0.24295352540416665
lawyer,1.0376845382454196,0.036565519301018146,0.039864374445470516
manager,0.40284656278243247,-0.0056335618067340325,-0.20128274368799876
receptionist,-1.8217757674240158,-0.04411365803966218,0.09383699522226345
salesperson,0.3323257590733873,-0.008068729453805412,-0.09423661853178208
secretary,-1.997983175677301,-0.01898990274048121,0.02850150576974685
teacher,-0.9944010472483653,-0.05618069437408824,0.04546298656320558
