predictor,unique_r2,relative_r2
profession_embedding_9,0.16730201416979829,0.5177589901605922
profession_embedding_3,0.033499421761435944,0.10367255211022994
profession_embedding_8,0.03180513118197159,0.0984291353838076
profession_embedding_10,0.021340725034296293,0.06604434679332612
profession_embedding_5,0.01547572029576827,0.047893585454461485
profession_embedding_6,0.010880945680505905,0.03367387700313774
profession_embedding_4,0.010656739577143637,0.03298001371499542
C(tense),0.010175422328429828,0.031490454047243835
lex_emb_norm,0.009386640345240505,0.029049365904345082
profession_embedding_1,0.007291669776429921,0.02256594219001577
log_frequency,0.003054193660859128,0.009451985580976768
"C(dominance, Treatment(reference='-dom'))",0.0007823765550960537,0.0024212649028883125
profession_embedding_2,0.0007286245807328617,0.0022549156326567028
C(syntactic_role),0.0006009946280027822,0.001859932011164241
"C(valence, Treatment(reference='-val'))",9.745231764213269e-05,0.0003015911901693557
C(semantic_role),4.913081906443573e-05,0.00015204791998946012
