step,candidate_term,candidate_model,lr_stat,df_diff,p_value,aic,bic,log_likelihood,R2m,R2c,converged,nobs,optimizer,formula,re_formula
1,lex_emb_norm,selected_mixed_random_slopes__candidate__1__lex_emb_norm,1.019098537741229,1,0.3127329339877033,17662.938102823595,17861.565674997837,-8805.469051411797,0.029746962816877658,0.919970681553312,True,15360,lbfgs,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance)
2,C(dominance),selected_mixed_random_slopes__candidate__2__C_dominance,2.8335960545227863,1,0.09231144629434948,17663.771698878118,17854.759749045657,-8806.885849439059,0.03049337418743013,0.9212217206226267,True,15360,lbfgs,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance)
0,log_frequency,selected_mixed_random_slopes__candidate__0__log_frequency,0.09293621039250866,1,0.7604770405745964,17663.919004285854,17870.1860984668,-8804.959502142927,0.0368810927384084,0.9208124981236222,True,15360,lbfgs,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance)
0,lex_emb_norm,selected_mixed_random_slopes__candidate__0__lex_emb_norm,0.8607195540971588,1,0.35353740782110965,17664.68678762956,17870.953881810503,-8805.34339381478,0.031532294494996706,0.9208710491576154,True,15360,lbfgs,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance)
1,C(dominance),selected_mixed_random_slopes__candidate__1__C_dominance,2.8335896010685246,1,0.09231181716862871,17664.752593886922,17863.380166061164,-8806.376296943461,0.03749653843950376,0.9220397749240234,True,15360,lbfgs,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance)
