predictor,unique_r2,relative_r2
profession_embedding_2,0.2343340535461501,0.503029058775514
profession_embedding_9,0.06139210285965846,0.1317862736994885
lex_emb_norm,0.045210973744744476,0.09705133856980952
profession_embedding_10,0.043109935197588656,0.0925411812673041
log_frequency,0.03540447154479709,0.07600038376034118
profession_embedding_3,0.018502814299687143,0.039718739641213606
profession_embedding_4,0.007262363829547924,0.015589625094516477
profession_embedding_6,0.005423413298448421,0.011642074404400774
profession_embedding_8,0.0053474976986670475,0.011479111522452923
profession_embedding_1,0.003978350558641819,0.008540055987204224
C(tense),0.0026311513221793925,0.005648114531638859
C(syntactic_role),0.00114874982128077,0.0024659435221761404
profession_embedding_7,0.0010820475406646546,0.002322758249149244
"C(valence, Treatment(reference='-val'))",0.0008780446355209914,0.0018848390145823515
C(semantic_role),8.29263909450928e-05,0.0001780124730208921
"C(dominance, Treatment(reference='-dom'))",5.706123244497707e-05,0.00012248948718720788
