,Group
CEO,0.4081198256198974
accountant,0.19348861849418808
administrator,-0.10563369928256035
agronomist,0.4668964971402574
bodyguard,0.64052341782819
bookbinder,0.2599831858848935
builder,1.2356031112769585
cashier,-1.3123295032390607
chauffeur,1.1544084009100573
colonel,1.5301051429035144
doctor,0.1600944289734388
electrician,1.2200379446736274
farmer,1.2346397349200864
farmhand,0.5471831079819087
fisherman,1.9015880544478427
hairdresser,-1.582937772675434
hawker,0.21259090758603139
housekeeper,-2.9864612599295266
manager,-0.2070896401872741
midwife,-3.8264898014438247
molder,0.28146652614710926
nurse,-2.5747396350923992
paralegal,-1.5288915222788615
programmer,0.8181897576568596
salesperson,-0.2776357215266113
scientist,0.4035464941816569
scrivener,0.7820886257654092
secretary,-2.088232613622396
sergeant,1.5785287520498839
soldier,1.5301449422695748
solicitor,-0.05408899020747954
teacher,-1.340358520659765
tradesperson,0.5280642445625222
welder,0.7975969583853668
