,Group
CEO,0.3998108369104642
accountant,0.1996882590189994
administrator,-0.5716924521611415
agronomist,0.6277476300922681
bodyguard,0.531696159205799
bookbinder,0.26988607062168357
builder,1.9508435569466636
cashier,-1.3305737461469533
chauffeur,1.5208749789828169
colonel,1.2544600157345642
doctor,0.05957433272084913
electrician,1.5253255446981726
farmer,1.6198146966939917
farmhand,-0.09768760452675011
fisherman,2.2210369847131726
hairdresser,-1.1988990273072293
hawker,0.3482751850296628
housekeeper,-2.8743973943060235
manager,-0.32917260099212514
midwife,-4.007504599810504
molder,-0.27860187186789975
nurse,-2.802403376958323
paralegal,-1.2033845225144328
programmer,0.34984778222154006
salesperson,-0.3992271193426879
scientist,0.34247819678182034
scrivener,1.780046834916559
secretary,-2.2929616394191132
sergeant,0.7481342909767116
soldier,1.579411957927248
solicitor,0.14604414100023821
teacher,-1.3456107886622002
tradesperson,0.018751966968474566
welder,1.238367322286268
