predictor,unique_r2,relative_r2
profession_embedding_9,0.14502335450594983,0.43870362351881576
profession_embedding_5,0.054764542248794124,0.16566575229722447
profession_embedding_10,0.04001537377569153,0.12104870647668993
profession_embedding_6,0.026024966596193244,0.07872695530041476
C(tense),0.018513788774741413,0.0560052292833139
profession_embedding_8,0.01579631229845757,0.047784713484088234
profession_embedding_3,0.015357269195903855,0.04645658395193515
lex_emb_norm,0.010958359594822609,0.03314964047307032
profession_embedding_4,0.0012636561883133668,0.003822629469464554
C(syntactic_role),0.0008773891569090475,0.00265415045516911
profession_embedding_1,0.0006569395370091824,0.0019872782304651317
"C(dominance, Treatment(reference='-dom'))",0.000630985267268569,0.0019087651370411018
profession_embedding_7,0.0005835455175287052,0.0017652572849395963
C(semantic_role),5.928419825340647e-05,0.00017933796028770136
"C(valence, Treatment(reference='-val'))",4.6735241880702105e-05,0.00014137667708031922
