,Group
CEO,0.3798223292757172
accountant,0.18814668546576965
administrator,-0.3468149972082482
agronomist,0.44033320651794294
bodyguard,1.2768660087510713
bookbinder,0.13444642347777383
builder,1.2431056118210952
cashier,-1.2094340507755814
chauffeur,1.7131782571138676
colonel,1.6189003088691583
doctor,0.19878659444545638
electrician,1.3566505055386573
farmer,1.6243954761765775
farmhand,1.0615509353656236
fisherman,2.4653423039706404
hairdresser,-1.8837807258085837
hawker,1.0585405044888838
housekeeper,-3.1708673814944235
manager,0.1797301412763857
midwife,-3.5275624732879787
molder,0.1873632767051364
nurse,-2.813803995201075
paralegal,-1.433364221819509
programmer,0.3721191091421461
salesperson,-0.2949446077837973
scientist,0.08870289697338296
scrivener,0.10988313800959265
secretary,-2.4356954920907734
sergeant,0.8708086103918786
soldier,0.9499949162607598
solicitor,-0.27876999091189486
teacher,-1.3921801583502122
tradesperson,0.46614870050138846
welder,0.8024021531011948
