predictor,unique_r2,relative_r2
profession_embedding_9,0.1913939237561132,0.6489002135966894
profession_embedding_7,0.023986207916174007,0.08132262056560076
profession_embedding_3,0.022763030481957602,0.07717557094796981
log_frequency,0.022063470884131298,0.07480379046745911
profession_embedding_8,0.013771349712607295,0.04669025847138553
profession_embedding_6,0.009215736049278611,0.03124494745427672
C(tense),0.0064097074246597385,0.02173141359625395
profession_embedding_1,0.0034716571603130575,0.01177027477493086
profession_embedding_10,0.0011147636330705035,0.0037794844549560395
C(syntactic_role),0.0004978584682764353,0.0016879348103922282
profession_embedding_4,0.0002635362386523843,0.0008934908600855631
