,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
Group,0.0011475812588949404,0.001159663548130316,-0.00022592780263249555,0.0010362090088742051,5.093048211990235e-05,9.916449492260526e-05,-4.1364130821386e-05,0.0003521531704288091,0.0002615777720517275,0.0005369852468768718,-0.0006650752766163416,0.00016614912149051745,-0.0008633364667768993,-7.557900036946963e-05,-0.00033446760971530696
C(profession)[T.carpenter],0.001159663548130316,0.0017029608181950194,-0.00025629804602999017,0.0018913268877370274,0.00020064066460957143,0.00028266543621867124,4.1645633463106194e-05,0.0007197577176778343,0.0005669339889039931,0.0010692281344726734,-0.0011087281263377614,0.00042824747791144217,-0.0015308944466970468,-2.074675125920214e-05,-0.0006257887636919223
C(profession)[T.cashier],-0.00022592780263249555,-0.00025629804602999017,8.996870843171274e-05,-0.00022814161995653474,-2.3982774865153285e-05,-3.3962302185048046e-05,-4.840667116743433e-06,-8.626086472514352e-05,-6.745046060633682e-05,-0.00012409219992902013,0.0001234193897022866,-4.745314970736633e-05,0.00016380442167794758,2.2690431409513425e-06,6.855273042173883e-05
C(profession)[T.ceo],0.0010362090088742051,0.0018913268877370274,-0.00022814161995653474,0.0035705684661749724,0.0005204487487422861,0.0006845223098818977,0.00020523341930497307,0.0015708992628373582,0.001273570368891856,0.0023484906199401196,-0.0022547525769404234,0.0010464901995982678,-0.0032424463936285013,7.942222530739621e-05,-0.0013985094726745913
C(profession)[T.cleaner],5.093048211990235e-05,0.00020064066460957143,-2.3982774865153285e-05,0.0005204487487422861,0.00013480240929151455,0.00010068207855757819,3.382431634425913e-05,0.00022380428974468688,0.00018249237735560995,0.0003338000196892627,-0.0003155385104662963,0.00015301699885054572,-0.0004603764067243455,1.5636074290889152e-05,-0.00019881312315680577
C(profession)[T.cook],9.916449492260526e-05,0.00028266543621867124,-3.3962302185048046e-05,0.0006845223098818977,0.00010068207855757819,0.00018979155769402903,4.665330574303702e-05,0.0002998859644298154,0.00024482488489941035,0.0004459810481508882,-0.00041660647869144724,0.00020484885134219332,-0.0006070274826055545,2.2675321026142785e-05,-0.00026433388207187594
C(profession)[T.designer],-4.1364130821386e-05,4.1645633463106194e-05,-4.840667116743433e-06,0.00020523341930497307,3.382431634425913e-05,4.665330574303702e-05,8.244689790280872e-05,0.00010159839556795481,8.473370233279287e-05,0.00015188124315639474,-0.00013367043207198438,7.533317430492304e-05,-0.00020315519227922957,1.3887409339943946e-05,-9.116011506592107e-05
C(profession)[T.driver],0.0003521531704288091,0.0007197577176778343,-8.626086472514352e-05,0.0015708992628373582,0.00022380428974468688,0.0002998859644298154,0.00010159839556795481,0.0007382457035991752,0.0005901266670365043,0.0010751248373805009,-0.0009957707456919476,0.0004932931796287904,-0.001447146283006119,5.684279891922486e-05,-0.0006357675993050697
C(profession)[T.lawyer],0.0002615777720517275,0.0005669339889039931,-6.745046060633682e-05,0.001273570368891856,0.00018249237735560995,0.00024482488489941035,8.473370233279287e-05,0.0005901266670365043,0.0005425144407950295,0.000924857559444738,-0.0008457534816179122,0.00042989124463105777,-0.0012365249394957637,5.581540490688148e-05,-0.0005480259799207714
C(profession)[T.manager],0.0005369852468768718,0.0010692281344726734,-0.00012409219992902013,0.0023484906199401196,0.0003338000196892627,0.0004459810481508882,0.00015188124315639474,0.0010751248373805009,0.000924857559444738,0.001873832907564103,-0.0017780143478401975,0.00090174415204603,-0.0026139823371498583,0.00011499925963523264,-0.0011600719453270607
C(profession)[T.receptionist],-0.0006650752766163416,-0.0011087281263377614,0.0001234193897022866,-0.0022547525769404234,-0.0003155385104662963,-0.00041660647869144724,-0.00013367043207198438,-0.0009957707456919476,-0.0008457534816179122,-0.0017780143478401975,0.001911315601482638,-0.0009156758700564012,0.002923839071382538,-6.069238771167597e-05,0.001265286891428235
C(profession)[T.salesperson],0.00016614912149051745,0.00042824747791144217,-4.745314970736633e-05,0.0010464901995982678,0.00015301699885054572,0.00020484885134219332,7.533317430492304e-05,0.0004932931796287904,0.00042989124463105777,0.00090174415204603,-0.0009156758700564012,0.0005124711653419537,-0.0013846036228183432,5.565812583575377e-05,-0.0006128322277912109
C(profession)[T.secretary],-0.0008633364667768993,-0.0015308944466970468,0.00016380442167794758,-0.0032424463936285013,-0.0004603764067243455,-0.0006070274826055545,-0.00020315519227922957,-0.001447146283006119,-0.0012365249394957637,-0.0026139823371498583,0.002923839071382538,-0.0013846036228183432,0.005542184721186485,-3.2123437444082175e-05,0.0024325565003394554
C(profession)[T.teacher],-7.557900036946963e-05,-2.074675125920214e-05,2.2690431409513425e-06,7.942222530739621e-05,1.5636074290889152e-05,2.2675321026142785e-05,1.3887409339943946e-05,5.684279891922486e-05,5.581540490688148e-05,0.00011499925963523264,-6.069238771167597e-05,5.565812583575377e-05,-3.2123437444082175e-05,9.074230639197892e-05,-2.397386018867586e-05
C(syntactic_role)[T.subject],-0.00033446760971530696,-0.0006257887636919223,6.855273042173883e-05,-0.0013985094726745913,-0.00019881312315680577,-0.00026433388207187594,-9.116011506592107e-05,-0.0006357675993050697,-0.0005480259799207714,-0.0011600719453270607,0.001265286891428235,-0.0006128322277912109,0.0024325565003394554,-2.397386018867586e-05,0.0011286244086434944
