predictor,unique_r2,relative_r2
profession_embedding_9,0.20785180938221626,0.4102559982094193
profession_embedding_2,0.19235808445767888,0.37967462581823874
profession_embedding_8,0.02926074166809922,0.057754583984973906
profession_embedding_4,0.024500706943618167,0.048359271030000144
profession_embedding_5,0.0134458229233696,0.02653924217243814
C(syntactic_role),0.01076488753799476,0.021247636456178193
profession_embedding_6,0.007709759100774649,0.015217451920402103
C(tense),0.007465804424758193,0.01473593641459795
profession_embedding_1,0.006062580599401679,0.011966266076418389
"C(valence, Treatment(reference='-val'))",0.0032597874995640153,0.006434138719114971
log_frequency,0.0008846439780612059,0.0017461021838499516
profession_embedding_3,0.0006392339229994715,0.001261714064212083
C(semantic_role),0.0006363306162677773,0.0012559835439685523
profession_embedding_7,0.0005990975096645812,0.0011824931790718834
profession_embedding_10,0.0005741767682267973,0.001133304847803252
"C(dominance, Treatment(reference='-dom'))",0.00047323683681543827,0.000934070535417706
lex_emb_norm,0.00015259005018330996,0.00030118084389471443
