,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject],C(valence)[T.-val],C(dominance)[T.-dom]
CEO,-0.16023456368923186,-0.01543414255523005,-0.05750222043617695,-0.06966271885725905,0.054747198346134646
accountant,-0.7214718431685812,-0.03662340996206951,0.3114104852826766,-0.02039326571007741,-0.015021833220207788
administrator,-0.7975718744382269,-0.0021802498162524515,0.3050818827655541,0.04017290515075942,-0.04839880550658801
agronomist,0.7526559092940198,-0.04366133712599976,-0.26228949035905447,0.027308158460594215,-0.07408464336453421
binman,1.0882726623349461,0.14764221119287366,0.13150399771323001,0.03812177206086383,0.11472451690172392
bodyguard,0.3972498547255812,-0.007790722881181004,0.03471854181048719,0.03623884077903102,-0.06713884757702718
bookbinder,0.46688835528377204,0.1250343197361306,-0.04485157430170856,0.1312685112470826,-0.08026812286865483
builder,0.8847193793131165,0.04005144366842911,0.05735384689615135,0.1319707747666312,-0.050533796558256516
cashier,-1.7778659494029443,-0.10924088503750572,-0.11219682629027546,-0.15974866798592002,-0.03434658434588059
chauffeur,0.8267270147471237,0.12942110356209202,0.010647925363875071,0.003936291558355859,0.04990103850579659
colonel,1.3073064468221602,0.1278947556716344,-0.08491125135796632,0.1027734137317041,0.03251895045024944
doctor,0.3690357266865671,-0.03213032945840222,-0.006515463993246207,0.017125142463941406,0.01485043281320066
electrician,0.6158201565551524,0.1344988554380489,0.07671277380171622,0.03931402907688268,0.080583174107803
farmer,1.071876493997177,-0.010124834844304351,-0.16032747188010602,0.07631734147229564,-0.022009385584550865
farmhand,0.34282795782889125,-0.03780507015043784,-0.21771646658974445,0.03331629574246018,-0.040039300353193974
fisherman,2.329365652586334,0.31320343031023323,0.4401144123266474,0.15444860107830904,0.23533751823253798
hawker,0.6555428517793953,-0.01084400499098519,-0.3269472476540358,0.07379942030905753,-0.045773004240102694
housekeeper,-3.1599373832105835,-0.2932134582388238,-0.12646737600332994,-0.29866894910411107,-0.059334318842709045
manager,0.19244194588454952,-0.011813475728250538,-0.11755710572391861,0.06714473999590333,-0.11126755721855675
midwife,-4.184362193962536,-0.2896259665199002,0.026256393848654795,-0.34752522249762263,0.07580186521995075
molder,-0.5712914337696172,-0.07362668692821263,0.21939850637352873,0.0033030639404351297,-0.03520584030688993
paralegal,-1.6165159767589286,-0.06253010039104756,0.22048140256640925,-0.10575563421483161,-0.00908585383664194
programmer,0.07779585335230106,0.13008432017131777,0.013578393580879922,-0.014543701109083254,0.14837665176316303
salesperson,-0.400583926132994,-0.0919049711885895,-0.0699976860866338,-0.14599464789689914,0.05376506242898106
scientist,0.2135673995576166,-0.008362545060168801,-0.35685073643758725,-0.004983120392239824,-0.04964306763061605
scrivener,0.932900934999889,0.05116943699868196,-0.3014497189108464,0.19842046788470222,-0.1524074709093563
sergeant,0.7680104581154227,0.05788053148053425,0.2169462925939139,0.1110559939013659,-0.030843266494025624
soldier,0.8067045566944374,0.08683846329378109,0.16360168576424955,0.12101691061363938,0.0026526119842517743
solicitor,-0.46548942786203024,-0.03647930552619741,0.10598558834211828,-0.08277803403296978,0.045989563776948225
teacher,-0.8685525530031301,-0.10513596393446356,-0.2527824888941018,-0.15088787496302825,-0.025642849890742513
tradesperson,0.16416817565750313,-0.11179492763124824,-0.3265111061636257,0.00514546830057354,-0.08716523538407032
welder,0.4599993385038628,0.046603516388679926,0.49108210203622527,-0.011256305828716886,0.12896119959316793
