,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.6175368209883902,0.015962957458619535,-0.03733761170551504
carpenter,2.449157925741772,0.17392894850520196,-0.02192659868454681
cashier,-0.926560256600901,-0.036280870539162874,0.1788015386821574
ceo,0.370271448818675,0.09660323289459113,0.037858960122365025
cleaner,-0.6054621053282071,-0.10034487335153473,-0.15702721654745916
cook,-0.15165747750137273,0.015237091088527168,0.1413458711395816
designer,-0.02645093218495446,0.038337437165417036,0.16979194820809326
driver,1.2066486873214821,0.021682808377700695,-0.12000319563854875
lawyer,1.0214126310837737,-0.025822593547332115,-0.3451989275514639
manager,0.3814298460568198,0.00486072196035163,0.02278488938527753
receptionist,-1.9296755558409249,-0.052514539348086114,0.00833311333819628
salesperson,0.04439904156074651,-0.011245141059685505,0.0741021831512509
secretary,-1.6729430116612807,-0.07618204338177909,-0.031739941786485155
teacher,-0.7781070624269528,-0.06422313622146036,0.0802149878862669
