,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject],C(valence)[T.-val],C(dominance)[T.-dom]
accountant,-0.11404085589704381,-0.05693267845851366,-0.0546976921809489,-0.013517281238254917,-0.012749416603597302
carpenter,1.6336092589958837,0.11085517812233947,-0.03914883119449167,0.09577320444153498,0.03579673122000537
cashier,-1.568904317850141,-0.12176749520894345,0.16751984483397608,-0.143496048257445,-0.05531341353224163
ceo,-0.3865626230378839,0.0394419571163355,0.019629409749458645,-0.048405899440132925,0.05803949004352497
cleaner,-1.2927424613505583,-0.17914654941836491,-0.1739578048159269,-0.08042165406715476,-0.02886900112896769
cook,-0.8551028119080579,-0.0518693306535039,0.11933613247752811,-0.04064202351614841,-0.04259790095392166
designer,-0.722475715765866,-0.03655929737054701,0.15107592884380278,-0.015282317624055073,-0.07881513288354595
driver,0.4328149846470146,-0.039518914563377826,-0.1449731396708837,0.05086714974702194,0.004084489344771658
lawyer,0.2640807208541499,-0.10705913353967633,-0.3620558580261675,0.08323395331511016,-0.050383114372787016
manager,-0.31789608555753074,-0.07827953370178185,0.014130831206277492,-0.10312624464156048,0.013154448689319202
receptionist,-2.5959982574624143,-0.12100603457541566,-0.012118737328596198,-0.10312269307556653,-0.05461622216513587
salesperson,-0.6693204633183428,-0.07572906741019705,0.05069305102981245,-0.04796455693983549,-0.01568033133199181
secretary,-2.321410675911539,-0.16094624139569114,-0.04945810151865995,-0.03883898179729454,-0.14166778327677856
teacher,-1.4460559128335364,-0.14092701333983917,0.057588538535396305,-0.035879238198646156,-0.10819599074490094
