,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
hawker,0.3307716114038328,0.04754870338058359,0.09942684442033761,0.10423330217191512,0.015516530023555075,0.04135199905718015,-0.098009665814884,-0.14274898365648725,-0.0739887989944225,-0.0498372290137927
housekeeper,-3.9682931552144414,0.19772474523062003,0.3740272315881444,0.41674327038107867,0.21111805972731718,0.15967139464659952,-0.21368051024653173,0.5777105671984062,0.11930061336574918,-0.010914620231099514
manager,0.014522711175506298,0.052118857618865644,-0.002591979648317866,0.025845597551472255,0.12039330797489542,0.028097254136335903,0.043761479840861976,-0.08415965564186811,-0.02360400534590606,0.03354218922868675
midwife,-4.587024439221584,0.18943344361608913,0.2869695920382098,0.3350361611409362,0.17836989308974888,0.12004825899184758,-0.07935985060935878,0.17621739779435527,0.12306224635580416,0.06925287920663528
molder,0.16658711712608676,-0.018973734864827327,0.015110602282598085,0.02742779532638362,0.2107272002602799,0.0286202315655657,0.09049962937632107,0.19781802834722745,-0.014176879191591697,0.05146643657770136
nurse,-3.535015019387044,0.021174876709325677,0.6289646396361185,0.5725158065063904,0.06522487867999399,0.1507215952842222,-0.09505468080956038,0.5895117138711526,0.08285098484140543,-0.08434421496656708
paralegal,-1.967997739038486,0.11468000877566895,0.06374465530795068,0.12719354508649378,0.29172804292751503,0.06920182202202692,-0.09389000191673934,0.10779769686777863,0.12173905448383353,0.10194318772491297
programmer,0.9325946040438011,-0.08237068936757466,-0.13763369290089114,-0.20954775303667483,-0.22596463687309154,-0.06458583672268908,0.07544996229325901,-0.009184727372480134,-0.049328570242489905,-0.10035960065567567
salesperson,0.05776281604191136,0.028731553634856445,0.2929815346076355,0.3416197284407328,0.35476287742518353,0.13973246613100088,-0.008322867516060983,-0.36731839222293383,-0.010696643068035399,0.04759543539494946
scientist,0.3714984213450869,0.020052244605049577,-0.2294941554153525,-0.22223987498821313,-0.22059484608844238,-0.08137467567723491,0.050686439474568856,-0.35055946303485314,-0.016409059261535654,0.00984423420188106
scrivener,0.6021453105836674,0.08985590576726059,-0.22700314964285992,-0.12001556041232009,-0.14665584941139487,-0.02945698312853981,-0.060946670674841594,-0.04992484047831065,-0.09846600851987003,0.052789118295489074
secretary,-2.5104733236621133,0.10622866594757019,0.3554611705757519,0.4985564201348126,0.3423628597996451,0.1831004033219651,-0.22853821053971335,0.4183591319145551,0.14608212225905745,0.11492110289305613
sergeant,1.021135088347275,-0.06657668677391299,-0.08193831096450033,-0.09167226613187071,0.13492388730053517,-0.02283697829114715,0.025234387205624532,-0.19259806875718777,0.010862342028185538,0.04294685466516333
soldier,1.6593057647357803,-0.07430458912149562,-0.21136599298617978,-0.21177564378173563,-0.06903034226783683,-0.07442615423641949,0.20723473598438236,0.2727011898883384,-0.1467556498694794,0.030522903386452097
solicitor,0.08692741339299415,0.06210433293335898,-0.09067194210508978,-0.04967532271269327,0.0004529642969246517,0.013993185671294026,-0.10648489455148093,-0.07189017603489056,0.0132554547007787,-0.008169652106879088
teacher,-1.5001815917380574,0.037256178084513834,0.2657168162295011,0.3300347723272054,0.4654834340142523,0.1434383340446505,-0.07397625774575795,0.18217036169541678,0.05966302347468756,0.10338801196988592
tradesperson,0.49142554565966495,-0.032347919088035276,-0.048523118503925766,0.009428644704890576,0.04116609675857763,0.010543591848748923,0.06484017713175803,0.13141348073476622,-0.08310848375507762,0.06622258706653399
welder,1.1861211857446374,-0.10561597026537514,-0.07670550708725099,-0.14420621109956175,-0.1791485875100549,-0.06581181706573214,0.030532416584533206,-0.1965974396136675,-0.02515854965117746,-0.06754151028273911
