,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
Group,2.155790268337709,-0.10797448047946227,-0.27261420156107524,-0.3400747445308569,-0.2750201093289905,-0.13754189060182262,0.0900046868334054,-0.21908236195624842,-0.05567358141563719,-0.05443473310718424
C(tense)[T.past perfect],-0.10797448047946227,0.009743138689469449,0.01264913601396313,0.019156550189057247,0.01713515133018049,0.00865159785914049,-0.006762743581873989,0.008624362624919484,0.0013056502218621233,0.004229121760096989
C(tense)[T.present continuous],-0.27261420156107524,0.01264913601396313,0.047067153786324124,0.05441174400219442,0.04086499788812846,0.021031708018590323,-0.011635342792988699,0.03179511001684075,0.0061798328926828796,0.004815211064294163
C(tense)[T.present perfect],-0.3400747445308569,0.019156550189057247,0.05441174400219442,0.06890134890615957,0.05588763188354355,0.028374004005379528,-0.016617585107467553,0.03782167024069318,0.006225275313128494,0.010001279954533336
C(tense)[T.simple future],-0.2750201093289905,0.01713515133018049,0.04086499788812846,0.05588763188354355,0.06538654604654064,0.02497601958680008,-0.011417758130091929,0.028066496785569765,0.006205662079580178,0.015421447619608626
C(tense)[T.simple past],-0.13754189060182262,0.00865159785914049,0.021031708018590323,0.028374004005379528,0.02497601958680008,0.012662305235143527,-0.007301530320624572,0.014358331283939764,0.0021452367496134607,0.004748616390515438
C(semantic_role)[T.patient],0.0900046868334054,-0.006762743581873989,-0.011635342792988699,-0.016617585107467553,-0.011417758130091929,-0.007301530320624572,0.010272494991047942,-0.007705268372570555,-0.00218931975194586,-0.0018513978974198182
C(syntactic_role)[T.subject],-0.21908236195624842,0.008624362624919484,0.03179511001684075,0.03782167024069318,0.028066496785569765,0.014358331283939764,-0.007705268372570555,0.058013906141521646,0.00365375339359495,0.004288453556757993
"C(valence, Treatment(reference='-val'))[T.+val]",-0.05567358141563719,0.0013056502218621233,0.0061798328926828796,0.006225275313128494,0.006205662079580178,0.0021452367496134607,-0.00218931975194586,0.00365375339359495,0.004566420789265685,0.0009521347592197461
"C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.05443473310718424,0.004229121760096989,0.004815211064294163,0.010001279954533336,0.015421447619608626,0.004748616390515438,-0.0018513978974198182,0.004288453556757993,0.0009521347592197461,0.00630708677926537
