predictor,unique_r2,relative_r2
profession_embedding_2,0.18797644571739236,0.4042424370443872
profession_embedding_9,0.18756829085241178,0.4033647019819883
profession_embedding_4,0.028080180046546555,0.06038629133208945
profession_embedding_8,0.021583384435345687,0.046414963803109985
profession_embedding_5,0.010362423456834802,0.022284341508268267
profession_embedding_1,0.0074937167997324305,0.01611520172159539
profession_embedding_6,0.006524053050104173,0.014029944519463614
profession_embedding_3,0.004828543160585896,0.0103837587052996
C(tense),0.004197793765923996,0.009027335183781727
lex_emb_norm,0.0027691267385479,0.005954993653610759
C(syntactic_role),0.002355696621826886,0.005065914187866902
log_frequency,0.0007440532445501802,0.0016000829025139879
"C(valence, Treatment(reference='-val'))",0.00037035712405708576,0.0007964512034165706
profession_embedding_7,0.0001413494022250994,0.00030397120560597305
"C(dominance, Treatment(reference='-dom'))",1.3769408798713911e-05,2.9611047002244353e-05
