,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.5914289544185783,0.007004313957234316,-0.10208740207725275
carpenter,2.7554859141876786,0.08281180120019237,-0.1595044306784631
cashier,-1.0897032351904972,0.040010403108112304,-0.009140915360041114
ceo,0.7343053851093804,-0.0070559154222892525,-0.08738344958761823
cleaner,-0.9361804468516765,-0.048080493800268076,0.338581886741786
cook,-0.2812582380189213,0.03083275323063244,0.3542561981227664
designer,0.1413451705885798,0.0051782135129369656,-0.003712824638548043
driver,1.125720041912351,-0.014074023594646056,-0.243030256813178
lawyer,1.0376168971015358,0.03665807822511034,0.03991120781706155
manager,0.40290801110520635,-0.0056756015866272136,-0.20136488594524724
receptionist,-1.8217402547039325,-0.044182721952092475,0.09382967959346637
salesperson,0.3323806319711831,-0.008145234809274099,-0.0942693455037367
secretary,-1.9980345479451007,-0.018847280317582444,0.028452522670699795
teacher,-0.9942742838029326,-0.05643429175376939,0.045462015666036595
