predictor,unique_r2,relative_r2
profession_embedding_4,0.07062790050915024,0.18680608214098998
profession_embedding_5,0.06640823639230109,0.17564535223203018
profession_embedding_3,0.05553171269534507,0.14687767310671399
profession_embedding_10,0.03695525795142629,0.09774419036456039
log_frequency,0.03626354712162727,0.0959146613943129
profession_embedding_6,0.02949514424253097,0.07801268759810796
profession_embedding_1,0.02513922341481989,0.06649156778461975
profession_embedding_9,0.021327984316201754,0.05641109478481462
profession_embedding_7,0.020919342555274723,0.055330264605697455
C(syntactic_role),0.004423676191072423,0.01170032822662704
C(tense),0.0038524321709859644,0.010189425926409361
profession_embedding_2,0.002584444546039233,0.006835683301865817
"C(valence, Treatment(reference='-val'))",0.0023133814603697456,0.006118739534856853
profession_embedding_8,0.0015277452429545146,0.004040784184274225
lex_emb_norm,0.00028964391753505403,0.0007660888269456846
C(semantic_role),0.0002499754775863172,0.0006611684513144055
"C(dominance, Treatment(reference='-dom'))",0.0001717274099725108,0.0004542075358594045
