predictor,unique_r2,relative_r2
profession_embedding_2,0.542804158531754,0.8267702328648191
profession_embedding_9,0.024274215099264418,0.036973184812207925
log_frequency,0.02281154686435649,0.034745326867180674
C(syntactic_role),0.018182904998152782,0.027695227391302722
profession_embedding_10,0.018119404152966645,0.02759850630371256
profession_embedding_3,0.007098717040040725,0.010812385734315618
profession_embedding_4,0.006363397082808309,0.009692385744050935
C(tense),0.005654865721686608,0.008613188709136644
lex_emb_norm,0.0032120982138013066,0.00489249602544049
profession_embedding_8,0.0029846830972688476,0.004546109495607885
profession_embedding_6,0.0020831155401384027,0.003172890061975822
"C(valence, Treatment(reference='-val'))",0.0014521845421636703,0.002211889745529855
profession_embedding_5,0.0008971746043913154,0.0013665283232158897
profession_embedding_7,0.00030381348441355094,0.00046275243346605524
"C(dominance, Treatment(reference='-dom'))",0.00015239754761586788,0.00023212378525472847
C(semantic_role),0.000141005286319551,0.00021477170278305047
