,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
Group,0.014130620244263313,-2.4293214023146136e-05,-2.517558997412006e-06,0.00031837264097883526,0.00047103294431854553,0.00011826992547260483,0.0002344430449627396,0.0003594560434366267,0.0001305835399099308,0.00028376490355583084,0.0003829504197893619,0.0003019268367770369,0.00024293036572509494,0.00048252997169821347,2.135605225535434e-05
C(profession)[T.carpenter],-2.4293214023146136e-05,0.011787149444386823,-0.0011051562750843023,6.043134923093137e-05,0.0006149480041163715,-0.000666413062977865,-0.00024443086983414814,0.0002096609158157963,-0.0006216856247349348,-6.52762929893602e-05,0.0002950008679842112,6.943243438576536e-07,-0.0002136018945065283,0.0006567093069815167,-5.466646263348385e-05
C(profession)[T.cashier],-2.517558997412006e-06,-0.0011051562750843023,0.01219623919374719,3.269355229874424e-05,0.0004964853897392232,-0.000575231390084427,-0.00022228996803514835,0.0001575075759662132,-0.0005378218360445451,-7.244698379158555e-05,0.00022888500507398224,-1.7269860506890563e-05,-0.00019650494068253232,0.0005314140996688578,-4.566572730581774e-05
C(profession)[T.ceo],0.00031837264097883526,6.043134923093137e-05,3.269355229874424e-05,0.013627597135100164,-0.0004812755769062092,-9.912577619129209e-05,-0.000224976650824811,-0.00036040380703308107,-0.0001124651713472968,-0.0002784072470845969,-0.0003858553729905607,-0.0002980821528654565,-0.0002341710044546708,-0.0004937303595411782,1.7286532978485297e-05
C(profession)[T.cleaner],0.00047103294431854553,0.0006149480041163715,0.0004964853897392232,-0.0004812755769062092,0.01236718583412748,0.00011413893747499126,-0.0002100843971179562,-0.0005589786285509361,7.977331871053553e-05,-0.00034773497872192364,-0.0006245482291540115,-0.0003984224576824553,-0.00023377135203126413,-0.0009024611793865545,4.3410266972636705e-05
C(profession)[T.cook],0.00011826992547260483,-0.000666413062977865,-0.000575231390084427,-9.912577619129209e-05,0.00011413893747499126,0.013427132426261633,-0.00021819165643026316,-4.578667387067988e-05,-0.0003614239312579314,-0.00015017205626913823,-1.3385662819368898e-05,-0.00012512499862517735,-0.00020648682247038452,0.0001239441438140435,-2.0350434147331732e-05
C(profession)[T.designer],0.0002344430449627396,-0.00024443086983414814,-0.00022228996803514835,-0.000224976650824811,-0.0002100843971179562,-0.00021819165643026316,0.013820009026032483,-0.00021099553040638614,-0.0002137344907812761,-0.00021190134053951772,-0.0002107143687776342,-0.00021168399326241272,-0.0002123900151481176,-0.00020952268151676283,5.531594805128668e-07
C(profession)[T.driver],0.0003594560434366267,0.0002096609158157963,0.0001575075759662132,-0.00036040380703308107,-0.0005589786285509361,-4.578667387067988e-05,-0.00021099553040638614,0.01344371516044239,-5.823924550011617e-05,-0.0002728192858286444,-0.00041176067900826997,-0.0002982609470658413,-0.0002156173092633209,-0.0005512540465680018,2.2166041877851658e-05
C(profession)[T.lawyer],0.0001305835399099308,-0.0006216856247349348,-0.0005378218360445451,-0.0001124651713472968,7.977331871053553e-05,-0.0003614239312579314,-0.0002137344907812761,-5.823924550011617e-05,0.01351995138459439,-0.00014686499139468956,-2.899208350996699e-05,-0.00012528119607695113,-0.00019539310213396554,8.9349099694175e-05,-1.7451969002784614e-05
C(profession)[T.manager],0.00028376490355583084,-6.52762929893602e-05,-7.244698379158555e-05,-0.0002784072470845969,-0.00034773497872192364,-0.00015017205626913823,-0.00021190134053951772,-0.0002728192858286444,-0.00014686499139468956,0.013780159037208447,-0.00027890484627350826,-0.0002354816153490739,-0.00020386344579699636,-0.00033227283761822873,8.931282743653858e-06
C(profession)[T.receptionist],0.0003829504197893619,0.0002950008679842112,0.00022888500507398224,-0.0003858553729905607,-0.0006245482291540115,-1.3385662819368898e-05,-0.0002107143687776342,-0.00041176067900826997,-2.899208350996699e-05,-0.00027890484627350826,0.013307999658126332,-0.0002948591428859416,-0.00020187926067659478,-0.000579494103506571,2.48585121168755e-05
C(profession)[T.salesperson],0.0003019268367770369,6.943243438576536e-07,-1.7269860506890563e-05,-0.0002980821528654565,-0.0003984224576824553,-0.00012512499862517735,-0.00021168399326241272,-0.0002982609470658413,-0.00012528119607695113,-0.0002354816153490739,-0.0002948591428859416,0.01374453849544395,-0.00019377874505180936,-0.0003535302441778935,1.0943269766114434e-05
C(profession)[T.secretary],0.00024293036572509494,-0.0002136018945065283,-0.00019650494068253232,-0.0002341710044546708,-0.00023377135203126413,-0.00020648682247038452,-0.0002123900151481176,-0.0002156173092633209,-0.00019539310213396554,-0.00020386344579699636,-0.00020187926067659478,-0.00019377874505180936,0.013844749761066763,-0.000193555157789988,1.0656212387839768e-06
C(profession)[T.teacher],0.00048252997169821347,0.0006567093069815167,0.0005314140996688578,-0.0004937303595411782,-0.0009024611793865545,0.0001239441438140435,-0.00020952268151676283,-0.0005512540465680018,8.9349099694175e-05,-0.00033227283761822873,-0.000579494103506571,-0.0003535302441778935,-0.000193555157789988,0.012417522437659098,3.684012938364651e-05
C(syntactic_role)[T.subject],2.135605225535434e-05,-5.466646263348385e-05,-4.566572730581774e-05,1.7286532978485297e-05,4.3410266972636705e-05,-2.0350434147331732e-05,5.531594805128668e-07,2.2166041877851658e-05,-1.7451969002784614e-05,8.931282743653858e-06,2.48585121168755e-05,1.0943269766114434e-05,1.0656212387839768e-06,3.684012938364651e-05,0.014637448484711
