predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,full_r2,utility
"C(tense):C(dominance, Treatment(reference='-dom'))",0.004700309157540695,0.0003511242819632008,0.17220423354549175,500,0,0.027294968658822194,OLS fixed-effect R2
"C(tense):C(valence, Treatment(reference='-val'))",0.00411335166176305,0.0003355201824606076,0.1506999957823196,500,0,0.027294968658822194,OLS fixed-effect R2
C(tense):C(syntactic_role),0.0039052651967382054,0.0003227658513694429,0.14307637592673908,500,0,0.027294968658822194,OLS fixed-effect R2
C(tense),0.0038138404875966946,0.0003351883326173893,0.13972686817370633,500,0,0.027294968658822194,OLS fixed-effect R2
C(tense):C(semantic_role),0.0035655808155271185,0.0003229491662284377,0.13063143101923522,500,0,0.027294968658822194,OLS fixed-effect R2
C(syntactic_role):lex_emb_norm,0.0008211907662599917,5.5196150475017434e-05,0.030085792606124463,500,0,0.027294968658822194,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.0007387932281964375,1.1294268802478464e-05,0.02706701141265634,500,0,0.027294968658822194,OLS fixed-effect R2
C(tense):lex_emb_norm,0.0006933025308364087,5.743301496306111e-05,0.02540037834453866,500,0,0.027294968658822194,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):lex_emb_norm",0.0006259710095116124,5.78538591536949e-05,0.02293356762325089,500,0,0.027294968658822194,OLS fixed-effect R2
lex_emb_norm,0.0005597620093984728,5.537171863102285e-05,0.020507882474433553,500,0,0.027294968658822194,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom')):lex_emb_norm",0.000527637083962565,5.2989998370927946e-05,0.01933092836844214,500,0,0.027294968658822194,OLS fixed-effect R2
C(tense):log_frequency,0.0005224143958835476,1.8663238578397631e-07,0.01913958584871628,500,0,0.027294968658822194,OLS fixed-effect R2
C(semantic_role):C(syntactic_role),0.0005150231085236641,1.6144652355004397e-05,0.018868792815308837,500,0,0.027294968658822194,OLS fixed-effect R2
"C(syntactic_role):C(dominance, Treatment(reference='-dom'))",0.0005049951590128987,2.288677573394836e-05,0.01850140094774118,500,0,0.027294968658822194,OLS fixed-effect R2
C(semantic_role):lex_emb_norm,0.0004489596873893773,5.0291978980537644e-05,0.016448441212782487,500,0,0.027294968658822194,OLS fixed-effect R2
"C(semantic_role):C(dominance, Treatment(reference='-dom'))",0.00022257333785313338,1.188664991261375e-05,0.008154372354671816,500,0,0.027294968658822194,OLS fixed-effect R2
"C(syntactic_role):C(valence, Treatment(reference='-val'))",0.0001990871151857736,1.6483362662341748e-05,0.007293912576866993,500,0,0.027294968658822194,OLS fixed-effect R2
log_frequency:lex_emb_norm,0.00018858384504953296,1.2315576481908345e-06,0.006909106487967316,500,0,0.027294968658822194,OLS fixed-effect R2
C(syntactic_role):log_frequency,0.0001859020756103549,1.758119148461356e-07,0.006810855067615848,500,0,0.027294968658822194,OLS fixed-effect R2
C(syntactic_role),0.00017547783138177996,1.571093317706638e-05,0.006428944234199096,500,0,0.027294968658822194,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom'))",0.00013250690612638105,1.1505146134967296e-05,0.0048546275243130784,500,0,0.027294968658822194,OLS fixed-effect R2
"C(semantic_role):C(valence, Treatment(reference='-val'))",9.099415381435617e-05,1.589766738291854e-06,0.0033337335884774983,500,0,0.027294968658822194,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom')):log_frequency",1.3845128498123804e-05,1.7366463513744093e-07,0.0005072410476517922,500,0,0.027294968658822194,OLS fixed-effect R2
C(semantic_role),1.1975408047173009e-05,1.0655303109530339e-06,0.00043874049451609665,500,0,0.027294968658822194,OLS fixed-effect R2
"C(valence, Treatment(reference='-val'))",9.160107408561658e-06,8.305203570257427e-07,0.0003355969198228391,500,0,0.027294968658822194,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):log_frequency",4.0268912011918175e-06,1.779196483992191e-07,0.00014753236215533293,500,0,0.027294968658822194,OLS fixed-effect R2
C(semantic_role):log_frequency,2.7688215651289204e-06,1.7996065309736518e-07,0.00010144073069796292,500,0,0.027294968658822194,OLS fixed-effect R2
log_frequency,1.6707389399757134e-06,1.7778756639129017e-07,6.121050955798414e-05,500,0,0.027294968658822194,OLS fixed-effect R2
