predictor,unique_r2,relative_r2
profession_embedding_1,0.047616587154502676,0.44072298453562386
log_frequency,0.01826539945060568,0.16905834375500942
C(syntactic_role),0.01076488753799465,0.09963614881808505
C(tense),0.0074658044247588595,0.06910095419822317
profession_embedding_5,0.007399485599771993,0.0684871296419972
profession_embedding_2,0.0055402202563782366,0.051278400076281934
lex_emb_norm,0.004542987774709406,0.04204835437454176
"C(valence, Treatment(reference='-val'))",0.003259787499563682,0.030171487744345242
profession_embedding_4,0.001811944151539735,0.016770740659916183
C(semantic_role),0.0006363306162675553,0.005889660412722597
"C(dominance, Treatment(reference='-dom'))",0.0004732368368155493,0.004380119693097841
profession_embedding_3,0.00026531612526026205,0.00245567609015576
