predictor,unique_r2,relative_r2
profession_embedding_9,0.1684909924480843,0.6425241988720323
profession_embedding_10,0.02073622547904619,0.0790756020245963
profession_embedding_3,0.01946633275267351,0.0742329882159238
profession_embedding_5,0.013860013177943276,0.05285382757928592
profession_embedding_8,0.012753408417576995,0.04863389672843404
profession_embedding_6,0.011925581241709837,0.04547705739091021
lex_emb_norm,0.00518934595241749,0.019789071821000963
profession_embedding_4,0.00326165572103565,0.01243801047584511
C(tense),0.0026311513221792815,0.010033642575375267
profession_embedding_1,0.0012441208588475083,0.004744335269894534
C(syntactic_role),0.0011487498212809921,0.004380646988297514
"C(valence, Treatment(reference='-val'))",0.0008780446355209914,0.0033483387913798533
profession_embedding_2,0.0003625112846981082,0.0013824019278329764
profession_embedding_7,0.00014474000026487577,0.000551952073898443
C(semantic_role),8.292639094498178e-05,0.00031623181828957866
"C(dominance, Treatment(reference='-dom'))",5.7061232445088095e-05,0.00021759752334966968
log_frequency,5.24265620915898e-08,1.9992365359170622e-07
