,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.3506322832803626,-0.006711195367477438,-0.12360709744524981
carpenter,1.8960739140294718,0.18422734760961473,-0.11471273631514156
cashier,-0.5778749539797284,-0.06640378319751689,-0.0051055300167948585
ceo,0.8409567504872288,0.1739080121942225,-0.2224048839776952
cleaner,-0.6626339424916021,-0.03454549934957105,0.09133216827121138
cook,-0.20293689624484962,-0.0017719078392300224,0.5663669033223803
designer,-0.1098781804000722,-0.02029931898095242,0.24840599616852743
driver,1.0849477366017284,0.08936892178060672,-0.28740041024565677
lawyer,0.4448419462948958,0.04850828382696188,-0.08621777582768582
manager,0.45262869129947375,0.09553673032625523,-0.10431528121429728
receptionist,-1.6142601293458276,-0.20213765960838836,-0.11391004987599924
salesperson,0.7350691254880517,0.05068617575089658,-0.4470657160828884
secretary,-1.8689473180110274,-0.25260967742270257,0.46718380256059433
teacher,-0.7686190269303624,-0.05775642971379212,0.1314506106689053
