,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.5914274743650066,0.00700556606665701,-0.10208580729751619
carpenter,2.7554872994734856,0.08280621401844782,-0.15950202818348094
cashier,-1.0896931737061553,0.039989978830898484,-0.009140128510734058
ceo,0.7343013131448779,-0.007049189029666744,-0.08738224931779687
cleaner,-0.9361831285179466,-0.048069362505724765,0.33857609286293133
cook,-0.2812516577210822,0.03082541762619114,0.3542504774083371
designer,0.14134539151467762,0.005177699241310711,-0.0037127709339947993
driver,1.125713028580288,-0.014063984005694455,-0.24302658394515358
lawyer,1.0376184947196996,0.03665547795453657,0.039910449891768035
manager,0.4029051048025488,-0.005673126224783446,-0.20136162988366832
receptionist,-1.8217396327675668,-0.04418232817009231,0.09382836280007012
salesperson,0.332377909704124,-0.008141332413147809,-0.09426790592729148
secretary,-1.9980296668912667,-0.01885657558035203,0.028452552041375184
teacher,-0.9942787567329496,-0.056424455809210766,0.04546116899729144
