predictor,unique_r2,relative_r2
profession_embedding_7,0.16960690690124458,0.3439667010445276
profession_embedding_8,0.1559657409956784,0.31630210341307197
profession_embedding_9,0.046315817061044484,0.09392954032199508
profession_embedding_10,0.034707662148783514,0.07038793565898985
profession_embedding_4,0.029738969483547928,0.06031131286225229
profession_embedding_5,0.021496562997820767,0.04359552327937661
C(syntactic_role),0.009528695287894795,0.019324412804391854
C(tense),0.009486132571238315,0.01923809463785429
profession_embedding_2,0.006628193466384769,0.013442128520418945
lex_emb_norm,0.004443185972360042,0.009010883158961673
log_frequency,0.0039441671909924425,0.00799886161383547
profession_embedding_3,0.0008600345064393444,0.0017441697237993146
profession_embedding_1,0.0001881410299829911,0.00038155432816217537
"C(dominance, Treatment(reference='-dom'))",0.00011345942275353682,0.00023009831415458763
"C(valence, Treatment(reference='-val'))",6.739584365345053e-05,0.00013668031820831484
