,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.35021246746378015,-0.005991013601520465,-0.12353112476137784
carpenter,1.8957432584985288,0.18487557373831404,-0.11477963594850102
cashier,-0.5778653307462176,-0.06645729295705437,-0.00505294185736666
ceo,0.8415943407684947,0.17264335074532114,-0.22235330360026273
cleaner,-0.6622575206832747,-0.035222726531612715,0.09130741575687895
cook,-0.2027099789944382,-0.0018592722271156827,0.5659802942465375
designer,-0.1099260604330187,-0.020066606793459507,0.24824532188354453
driver,1.0846053821217172,0.08988830414057936,-0.28727740801189006
lawyer,0.44480606223346864,0.04854744374176315,-0.08619432237668394
manager,0.45298957013265534,0.09483267366224608,-0.10429905296456563
receptionist,-1.6143834531064745,-0.20207012829655488,-0.11368675406443372
salesperson,0.7347353684593577,0.05107318023526931,-0.44680234424988174
secretary,-1.869210784348087,-0.25194567149291114,0.4670323889628163
teacher,-0.7683333214365596,-0.05824781437131382,0.13141146699433193
