predictor,unique_r2,relative_r2
profession_embedding_9,0.22016161495719788,0.5384527257391365
log_frequency,0.0450404691822992,0.11015618414905569
profession_embedding_6,0.03464884001790847,0.0847412131990819
profession_embedding_8,0.024668193429700058,0.06033138880210597
profession_embedding_7,0.02441906646130232,0.059722095055714394
lex_emb_norm,0.022819378592131012,0.05580971326448081
profession_embedding_1,0.009566148318221668,0.02339607945632446
profession_embedding_3,0.009227759718455353,0.022568477133645983
profession_embedding_10,0.008365613149602935,0.02045991170512894
C(tense),0.004197793765924218,0.010266610261702898
C(syntactic_role),0.002355696621826886,0.0057613642926981675
profession_embedding_4,0.0019925097922246504,0.0048731125491328865
profession_embedding_5,0.001001798222486583,0.0024501136750990516
"C(valence, Treatment(reference='-val'))",0.0003703571240573078,0.0009057882455319678
profession_embedding_2,4.302318118765136e-05,0.00010522247116039442
