,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.55766663712409,0.021569310776779156,0.15831169646018542
carpenter,2.4401049543615136,0.18210565128923,0.06074230437290374
cashier,-0.8558861589543589,0.01681011984056729,-0.010104770932078002
ceo,0.4300320364264192,-0.0009457689781776697,-0.02922715984970796
cleaner,-0.7432067906193426,-0.03996853647198138,-0.05161894157321577
cook,-0.1024614250521154,0.03435794097755508,-0.004440483471258506
designer,0.26056585304434904,-0.03573073361760228,-0.007033642249675282
driver,1.0412427847910897,-0.013214994312318672,-0.12425600927829873
lawyer,0.9932568015254338,-0.07141122771466056,0.09842372701835599
manager,0.516492698044711,0.04147990444609248,-0.018984043901388595
receptionist,-2.1809366950971403,-0.024941087634756925,0.08884437048864441
salesperson,0.2215533065580332,-0.02826069707185696,-0.0726304015706613
secretary,-1.896035324393085,-0.06473195355101449,0.013268799749180724
teacher,-0.6823886779421721,-0.017117927983577606,-0.10129544526394962
