predictor,unique_r2,relative_r2
profession_embedding_2,0.1986088825661526,0.6102427732034054
profession_embedding_10,0.024093665917890528,0.07402984859689052
profession_embedding_4,0.020923100793661442,0.06428801616204406
profession_embedding_9,0.02005691751039429,0.061626593963531276
log_frequency,0.013805056989704134,0.04241721796517382
lex_emb_norm,0.012492924886655654,0.038385579888227196
profession_embedding_3,0.01003209031909913,0.0308244552723616
profession_embedding_8,0.0069079404086798135,0.021225237550553812
profession_embedding_7,0.005422478549195087,0.016661028976861683
C(syntactic_role),0.004423676191072423,0.01359212333161765
C(tense),0.0038524321709859644,0.011836927237216828
"C(valence, Treatment(reference='-val'))",0.0023133814603696345,0.007108062336452111
profession_embedding_1,0.0010521925259211473,0.003232951500787729
profession_embedding_5,0.0007432638406188463,0.002283741701079171
profession_embedding_6,0.0003090960803159293,0.0009497241352005919
C(semantic_role),0.0002499754775862062,0.0007680710283652206
"C(dominance, Treatment(reference='-dom'))",0.0001717274099725108,0.0005276471502313492
