predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,baseline_r2,full_r2
profession_embedding,0.6954338146848529,0.0003985616997297714,0.9641993520393268,500,0,0.0,0.7212552188652458
lex_emb_norm,0.008288917605785344,0.00017717730660996383,0.01149235026517567,500,0,0.0,0.7212552188652458
log_frequency,0.006521293864618407,0.0003051459086214157,0.009041589847874362,500,0,0.0,0.7212552188652458
C(syntactic_role),0.004423676191072504,6.665321960768924e-18,0.0061333021590225635,500,0,0.0,0.7212552188652458
C(tense),0.0038524321709859518,7.680866297941973e-18,0.005341288451329338,500,0,0.0,0.7212552188652458
"C(valence, Treatment(reference='-val'))",0.0023133814603697404,6.066727867197081e-18,0.003207438088294729,500,0,0.0,0.7212552188652458
C(semantic_role),0.00024997547758629326,6.3362544246743105e-18,0.0003465839428927542,500,0,0.0,0.7212552188652458
"C(dominance, Treatment(reference='-dom'))",0.0001717274099725461,5.797880189855334e-18,0.00023809520608076244,500,0,0.0,0.7212552188652458
