,Group
CEO,0.2223782714217398
accountant,-0.1514492335970657
administrator,0.17542713760755077
agronomist,0.22823283799212601
bodyguard,0.6648233101093138
bookbinder,0.5947666288590174
builder,1.3032010876459237
cashier,-1.0602311535114495
chauffeur,1.0881633699697428
colonel,1.4507052768592388
doctor,0.0054254513257678515
electrician,1.153061114469068
farmer,1.518351367973955
farmhand,0.5876590945497547
fisherman,2.876380786206839
hairdresser,-1.0606714700347166
hawker,0.23020029220640562
housekeeper,-3.4758471782733626
manager,-0.021221428742605238
midwife,-4.230293972440408
molder,0.5647561075197105
nurse,-3.1561154692648214
paralegal,-1.6990045911754716
programmer,0.639358243333512
salesperson,0.11168964895000792
scientist,-0.00046223173959564814
scrivener,0.47705890174570875
secretary,-2.175294264757346
sergeant,0.8567218098535482
soldier,1.665505087662
solicitor,-0.003962614049628612
teacher,-1.199682906574968
tradesperson,0.8284484379341095
welder,0.9919222502001225
