,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.5576634133213677,0.02157064186571632,0.15831692262432762
carpenter,2.4401042789061593,0.18210191680679474,0.06074760882271482
cashier,-0.8558888696146265,0.0168146233243711,-0.010104160982005981
ceo,0.43003403720230216,-0.0009484498889035289,-0.02922834777572488
cleaner,-0.7432062401678909,-0.03996749914178907,-0.051621191416556945
cook,-0.10246273179492035,0.0343596041695244,-0.004439662773588675
designer,0.2605679479825822,-0.03573343489886563,-0.007034949513168635
driver,1.0412493705956571,-0.013222969450312247,-0.12426085390149658
lawyer,0.9932594182831369,-0.0714166087082142,0.09842438184726485
manager,0.5164932807368262,0.041478577706192614,-0.01898384504713749
receptionist,-2.180944328762459,-0.024929786070853183,0.0888477476004227
salesperson,0.22155673926238814,-0.02826426428257937,-0.07263355263875187
secretary,-1.8960388904614622,-0.06472500547281794,0.0132685944912279
teacher,-0.6823874256021801,-0.017117345961801585,-0.10129869133815668
