predictor,unique_r2,relative_r2
profession_embedding_10,0.0964748797031243,0.14923117566021846
profession_embedding_2,0.0809747273117275,0.12525492431480445
profession_embedding_3,0.07956040451438506,0.12306719363859167
log_frequency,0.07911256759523033,0.12237446170510634
profession_embedding_1,0.0777559875170124,0.12027604976022846
profession_embedding_7,0.07287243660272535,0.11272197924385972
profession_embedding_9,0.05758615098943343,0.08907654552505964
profession_embedding_5,0.035342991784967914,0.05466994342620984
profession_embedding_4,0.03220853957578629,0.04982144825662431
lex_emb_norm,0.02053231436741909,0.03176019935452604
C(tense),0.006409707424660072,0.009914790021646193
profession_embedding_8,0.0046508549999189075,0.0071941272339376364
profession_embedding_6,0.002406476807352176,0.0037224339047150353
C(syntactic_role),0.0004978584682765463,0.0007701072523949315
"C(dominance, Treatment(reference='-dom'))",4.6426537297139525e-05,7.18144118345114e-05
C(semantic_role),3.358157852473287e-05,5.194531943644951e-05
"C(valence, Treatment(reference='-val'))",1.3486187722677734e-05,2.0860970806314742e-05
