predictor,unique_r2,relative_r2
profession_embedding_9,0.17899320787793904,0.42328001334442633
log_frequency,0.06217195778116791,0.14702316043862207
profession_embedding_6,0.03885336153662833,0.09187975110717492
lex_emb_norm,0.03656460895660485,0.08646734896018915
profession_embedding_8,0.022683966391007115,0.05364264773240828
profession_embedding_1,0.018711771748811112,0.044249271184277204
profession_embedding_7,0.017911292921770294,0.042356312827875074
profession_embedding_2,0.013339076986899068,0.031544016401266244
C(tense),0.011099081959805912,0.02624691526430015
C(syntactic_role),0.00825071028047153,0.019511135640412302
profession_embedding_10,0.005201451992239203,0.012300302870636241
profession_embedding_4,0.0038666316778118714,0.009143743092745087
"C(valence, Treatment(reference='-val'))",0.003293488677984069,0.0077883845319844285
profession_embedding_3,0.0017037507572716937,0.004029000048791363
profession_embedding_5,9.998357796547896e-05,0.0002364394197812883
C(semantic_role),6.73943199638316e-05,0.00015937291136254955
"C(dominance, Treatment(reference='-dom'))",6.012570760682845e-05,0.00014218422374728636
