target_model,model_name,runs,mean_aic,mean_bic,mean_R2c,random_effect_variance_semantic_role,random_effect_variance_syntactic_role,random_effect_variance_valence,random_effect_variance_dominance,converged_rate
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__0__C_valence_C_semantic_role_,1,2195.747180776809,2481.886604984531,0.9203167672981325,0.004438003076481,0.0305446135310673,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__0__C_syntactic_role_C_dominance_,1,2195.9594928855804,2482.0989170933026,0.9203179389484402,0.0044379557335993,0.0305451415399507,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__1__C_tense_C_semantic_role_,1,2196.0376482142237,2448.11285525436,0.9200204526821896,0.0044376350185372,0.030545163461324,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__0__C_dominance_C_semantic_role_,1,2196.730412722267,2482.869836929989,0.9203256126966856,0.0044378291984201,0.0305472871866034,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__full,1,2197.1173916576518,2490.069659298891,0.9203155603263761,0.0044381681694806,0.0305431837736025,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__3__C_syntactic_role_C_valence_,1,2197.2804143081667,2462.9813082153373,0.9203840918543289,0.0044378596856083,0.0305426213207858,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__0__C_tense_C_semantic_role_,1,2197.4086802858146,2456.296730759468,0.9202961109429393,0.0044350901535515,0.030540043181145,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__4__C_syntactic_role_C_valence_,1,2197.559180940734,2429.195857680319,0.9202008309837234,0.0044387352267169,0.0305140621571246,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_syntactic_role_C_valence_,1,2197.6689937057163,2470.182731046404,0.9204072312005022,0.0044375733767645,0.0305650421989555,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__1__C_syntactic_role_C_valence_,1,2198.8276099000796,2478.1541906742846,0.9204050104017122,0.0044377444321391,0.0305643766366672,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__0__C_syntactic_role_C_valence_,1,2200.198296027447,2486.3377202351694,0.9203974937012122,0.0044378433450639,0.0305619094633093,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__3__C_syntactic_role_C_semantic_role_,1,2212.842421700203,2478.5433156073736,0.9201645379909724,0.0044383616341489,0.0305123789277812,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__4__C_syntactic_role_C_semantic_role_,1,2213.097394751727,2444.7340714913116,0.9200953636671085,0.0044373908700431,0.0304649992654931,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_syntactic_role_C_semantic_role_,1,2213.234802458879,2485.748539799567,0.9201965555669934,0.0044321882771018,0.0304790815107665,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__3__C_tense_C_valence_,1,2213.584402904402,2452.033923077504,0.92012242875643,0.004432259201307,0.0304998484599631,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__4__C_tense_C_valence_,1,2213.825748599993,2418.2110516055086,0.9199556176897649,0.0044368510651407,0.0305200384769804,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_tense_C_valence_,1,2213.9787009319916,2459.2410645386108,0.9200869276849587,0.0044376864796988,0.0305425419831062,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__3__C_tense_C_dominance_,1,2214.1159989353546,2452.5655191084566,0.9200368469590767,0.0044394879421807,0.0305229039982043,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__4__C_tense_C_dominance_,1,2214.3566303281405,2418.741933333656,0.91994682953294,0.0044367929939166,0.0305192691955136,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__1__C_syntactic_role_C_semantic_role_,1,2214.395294450398,2493.721875224603,0.9202407290308809,0.0044376055793765,0.0305330632413375,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_tense_C_dominance_,1,2214.510567184123,2459.772930790742,0.9201745599157013,0.0044356524478931,0.0305745748685312,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__1__C_tense_C_valence_,1,2215.140383771337,2467.2155908114732,0.920096830334319,0.0044376750947655,0.0305649899798556,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__1__C_tense_C_dominance_,1,2215.6722865519114,2467.7474935920477,0.9201548598663671,0.0044365685176145,0.030548172607755,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__0__C_syntactic_role_C_semantic_role_,1,2215.767481364135,2501.9069055718574,0.9201112016036184,0.0044404159664766,0.0305003113409127,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__0__C_tense_C_valence_,1,2216.5133522850956,2475.401402758749,0.9200747740676084,0.004441382463685,0.0305206679268209,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__0__C_tense_C_dominance_,1,2217.0453293861065,2475.93337985976,0.9201738126213455,0.0044416069070561,0.0305762994572739,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__3__C_tense_C_syntactic_role_,1,2270.088095615036,2508.537615788138,0.919407771164137,0.0044318732889361,0.0305085938353989,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__4__C_tense_C_syntactic_role_,1,2270.243329135017,2474.6286321405328,0.9193288492303928,0.0044333064222578,0.0305482207218969,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_tense_C_syntactic_role_,1,2270.4960501386013,2515.7584137452204,0.9193511698864442,0.0044323085753392,0.0305444317436011,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__1__C_tense_C_syntactic_role_,1,2271.6647928728635,2523.739999913,0.9193509946279349,0.0044322017867828,0.0305485590600081,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__0__C_tense_C_syntactic_role_,1,2273.043055391194,2531.9311058648473,0.9193487971658214,0.0044321068039773,0.0305509459041059,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__3__C_valence_C_dominance_,1,2378.4611712139085,2644.162065121079,0.9183046309522637,0.0044217595904236,0.0304760900265865,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__4__C_valence_C_dominance_,1,2378.4649939527662,2610.101670692351,0.9181052264464659,0.0044219792995421,0.0305194147864322,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_valence_C_dominance_,1,2378.892865818161,2651.406603158849,0.9183278768862148,0.0044219656292952,0.0304713555711399,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__1__C_valence_C_dominance_,1,2380.0740108505925,2659.4005916247975,0.9183387854860219,0.0044220255793641,0.0304686819276429,,,1.0
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__0__C_valence_C_dominance_,1,2381.461551440021,2667.6009756477433,0.9183464014930984,0.0044220511190911,0.0304665727728021,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,1,5551.970846546523,5824.484583887211,0.9188869863291327,0.0044311888775035,0.0067544016563268,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__1__C_dominance_C_semantic_role_,1,5552.110006614108,5831.436587388313,0.9188696106541867,0.0044327713063932,0.006755673536629,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__1__C_valence_C_dominance_,1,5553.711627100405,5833.03820787461,0.9188580629598705,0.0044308792664952,0.0067541634218225,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed,1,5553.747525934545,5819.448419841715,0.9188141000539297,0.0044322762741709,0.006751104938319,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__3__C_syntactic_role_C_dominance_,1,5553.747525934545,5819.448419841715,0.9188141000539297,0.0044322762741709,0.006751104938319,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__0__C_valence_C_semantic_role_,1,5553.850725313037,5839.99014952076,0.9188607310663511,0.004432668415972,0.0067528570302188,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_syntactic_role_C_dominance_,1,5553.887771244903,5826.401508585591,0.9188345710138226,0.0044348566935251,0.0067605570731073,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__0__C_dominance_C_semantic_role_,1,5553.942506077226,5840.081930284949,0.918840198164062,0.0044311147286223,0.0067528794846115,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__0__C_valence_C_dominance_,1,5555.5441609088375,5841.68358511656,0.9188515847906121,0.0044314881916829,0.0067541737392855,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__1__C_syntactic_role_C_dominance_,1,5555.628617396498,5834.955198170703,0.9188345563793687,0.0044325593266122,0.0067542856941622,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__full,1,5555.683214300261,5848.635481941501,0.9189081096354419,0.0044351787714848,0.0067533613696226,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__3__C_tense_C_semantic_role_,1,5555.777390236573,5794.226910409675,0.9186702578144833,0.0044302730695418,0.0067466299998243,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_tense_C_semantic_role_,1,5555.920390031628,5801.182753638247,0.9187112470316234,0.0044313640494542,0.0067522601830229,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__0__C_syntactic_role_C_dominance_,1,5557.461198922509,5843.600623130231,0.9188426399481953,0.0044312476461612,0.0067516163832449,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__4__C_tense_C_semantic_role_,1,5557.546264014367,5789.182940753952,0.9186656018603409,0.0044291649449816,0.0067520485433983,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__1__C_tense_C_semantic_role_,1,5557.661642944251,5809.736849984387,0.9187153116581289,0.0044313118816193,0.0067525140930807,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__0__C_tense_C_semantic_role_,1,5559.494508741183,5818.382559214837,0.9187140732308059,0.0044287132843908,0.0067464566207159,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__3__C_tense_C_valence_,1,5567.514895248445,5805.964415421547,0.9185941803128409,0.004430255273014,0.0067532605730629,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_tense_C_valence_,1,5567.6611723659225,5812.923535972542,0.918617195759907,0.0044304562894704,0.0067535572306468,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__4__C_tense_C_valence_,1,5569.277169351677,5800.913846091262,0.9185522193473217,0.0044275696433464,0.0067513481428692,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__1__C_tense_C_valence_,1,5569.402880570924,5821.47808761106,0.9186203371861316,0.0044303834182363,0.0067535299567331,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__0__C_tense_C_valence_,1,5571.236008340107,5830.124058813761,0.9186223706232721,0.0044303226394993,0.006753503482642,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__3__C_syntactic_role_C_valence_,1,5573.205725558393,5838.906619465563,0.9186227404546525,0.0044303104752282,0.0067534979645564,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_syntactic_role_C_valence_,1,5573.35136157224,5845.865098912928,0.9186484122390836,0.004429055274305,0.0067529974444031,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__4__C_syntactic_role_C_valence_,1,5574.96929993121,5833.857350404864,0.9185759791898515,0.0044294131707117,0.0067525576272301,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__1__C_syntactic_role_C_valence_,1,5575.09298090644,5854.419561680645,0.9186531333932886,0.004428837403093,0.0067529736071326,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__0__C_syntactic_role_C_valence_,1,5576.926051371847,5863.0654755795695,0.9186564634868982,0.0044286962565518,0.0067529749993331,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__3__C_tense_C_dominance_,1,5599.141651877631,5837.591172050733,0.9183036157464932,0.0044291213605952,0.00674470545879,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_tense_C_dominance_,1,5599.296667592913,5844.559031199532,0.9182720326576581,0.0044273716631918,0.0067461292448777,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__4__C_tense_C_dominance_,1,5600.886118239163,5832.522794978748,0.9181104051292012,0.004423742496858,0.0067444111921687,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__1__C_tense_C_dominance_,1,5601.0396064314045,5853.11481347154,0.9183029564012082,0.0044279445726342,0.0067463549673519,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__0__C_tense_C_dominance_,1,5602.873528672426,5861.761579146079,0.9183196805995966,0.0044281560416796,0.0067464441296278,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__3__C_tense_C_syntactic_role_,1,5607.537876249495,5845.987396422596,0.9180234113152468,0.0044218570288352,0.0067435638637675,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_tense_C_syntactic_role_,1,5607.695225583215,5852.957589189834,0.9180868743576455,0.0044229539439986,0.0067427675406372,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__4__C_tense_C_syntactic_role_,1,5609.277683950415,5840.91436069,0.917952137171111,0.0044167087220329,0.0067450851026614,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__1__C_tense_C_syntactic_role_,1,5609.4384862244115,5861.513693264547,0.9181041538296617,0.0044240467694212,0.0067421335288161,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__0__C_tense_C_syntactic_role_,1,5611.272613142777,5870.160663616431,0.9181039047593983,0.0044224533071281,0.0067415481232479,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__3__C_syntactic_role_C_semantic_role_,1,5694.630044392121,5960.330938299291,0.9171038235642849,0.004411527626746,0.0067305063112536,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_syntactic_role_C_semantic_role_,1,5694.8090952392595,5967.322832579947,0.9171104448708938,0.0044109643239791,0.0067323226497095,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__4__C_syntactic_role_C_semantic_role_,1,5696.325825590655,5955.213876064308,0.9170261000788865,0.0044077153114388,0.0067258838718027,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__1__C_syntactic_role_C_semantic_role_,1,5696.555371311275,5975.8819520854795,0.9171139246930883,0.0044110791100057,0.0067324462503622,,,1.0
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__0__C_syntactic_role_C_semantic_role_,1,5698.391450295356,5984.530874503078,0.9171160599869531,0.0044111489747138,0.0067325278966822,,,1.0
