target_model,best_model_name,best_model_aic,term,coef,std_err,p_value,ci_low,ci_high,random_effect_variance_semantic_role,random_effect_variance_syntactic_role,random_effect_variance_valence,random_effect_variance_dominance
he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,selected_mixed__candidate__1__C_tense_C_semantic_role_,4588.319404038026,C(tense)[T.simple future]:C(dominance)[T.-dom],-0.1119838169642853,0.0282395101698005,7.324182406323753e-05,-0.1673322398381471,-0.0566353940904236,0.0053718023360211,0.0191471772478278,,
he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,selected_mixed__candidate__1__C_tense_C_semantic_role_,4588.319404038026,C(tense)[T.simple past]:C(dominance)[T.-dom],-0.0003618512834817,0.0282395101698005,0.989776463891596,-0.0557102741573435,0.05498657159038,0.0053718023360211,0.0191471772478278,,
he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,selected_mixed__candidate__1__C_tense_C_semantic_role_,4588.319404038026,C(syntactic_role)[T.subject]:C(valence)[T.-val],-0.0926757812499995,0.0163040887983175,1.3142264513626672e-08,-0.1246312080954448,-0.0607203544045543,0.0053718023360211,0.0191471772478278,,
he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,selected_mixed__candidate__1__C_tense_C_semantic_role_,4588.319404038026,C(syntactic_role)[T.subject]:C(semantic_role)[T.patient],-0.0285894484747024,0.0163040887983175,0.0795138131930589,-0.0605448753201477,0.0033659783707427,0.0053718023360211,0.0191471772478278,,
he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,selected_mixed__candidate__1__C_tense_C_semantic_role_,4588.319404038026,C(valence)[T.-val]:C(dominance)[T.-dom],-0.2015904017857142,0.0163040887983175,4.0720151784331906e-35,-0.2335458286311595,-0.1696349749402689,0.0053718023360211,0.0191471772478278,,
he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,selected_mixed__candidate__1__C_tense_C_semantic_role_,4588.319404038026,C(valence)[T.-val]:C(semantic_role)[T.patient],0.038557361421131,0.0163040887983175,0.0180354720841953,0.0066019345756858,0.0705127882665763,0.0053718023360211,0.0191471772478278,,
he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,selected_mixed__candidate__1__C_tense_C_semantic_role_,4588.319404038026,C(dominance)[T.-dom]:C(semantic_role)[T.patient],0.0362240745907737,0.0163040887983175,0.0262982757620139,0.0042686477453285,0.068179501436219,0.0053718023360211,0.0191471772478278,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,Intercept,0.747401687824421,0.2422316258769112,0.0020322149088988,0.2726364251890943,1.2221669504597477,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.past perfect],0.0316300207461105,0.0263628647666936,0.2302191519884461,-0.0200402447259089,0.0833002862181301,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.present continuous],0.086726322090858,0.0263628647666936,0.0010028876497848,0.0350560566188385,0.1383965875628776,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.present perfect],-0.1500241738151591,0.0263628647666937,1.2649097662860937e-08,-0.2016944392871787,-0.0983539083431395,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.simple future],0.1323315374562582,0.0263628647666936,5.177405842513867e-07,0.0806612719842386,0.1840018029282777,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.simple past],0.0133541756019071,0.0263628647666936,0.6124688294731602,-0.0383160898701123,0.0650244410739265,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(syntactic_role)[T.subject],-0.0507708485478327,0.0505271689085979,0.3149822097171619,-0.1498022798494567,0.0482605827537912,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(valence)[T.-val],0.212727940332498,0.019252714284235,2.210683281182014e-28,0.1749933137307573,0.2504625669342386,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(dominance)[T.-dom],0.1169889008513575,0.0180092651542641,8.246192209932723e-11,0.0816913897609676,0.1522864119417473,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(semantic_role)[T.patient],-0.1428975590918168,0.0253242922865513,1.6739717433430996e-08,-0.1925322599074229,-0.0932628582762106,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.past perfect]:C(syntactic_role)[T.subject],0.1133765704466246,0.0235796630799844,1.5226841042332343e-06,0.0671612800422663,0.1595918608509829,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.present continuous]:C(syntactic_role)[T.subject],0.0043182834764592,0.0235796630799844,0.8546913661147009,-0.041897006927899,0.0505335738808175,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.present perfect]:C(syntactic_role)[T.subject],0.0915494555050305,0.0235796630799844,0.0001033625221225,0.0453341651006721,0.1377647459093888,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.simple future]:C(syntactic_role)[T.subject],-0.0404790080911232,0.0235796630799844,0.0860355469922185,-0.0866942984954815,0.005736282313235,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.simple past]:C(syntactic_role)[T.subject],-0.0568063113941338,0.0235796630799844,0.0159909025764964,-0.1030216017984922,-0.0105910209897755,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.past perfect]:C(valence)[T.-val],-0.062591759774245,0.0235796630799845,0.0079430591108079,-0.1088070501786034,-0.0163764693698865,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.present continuous]:C(valence)[T.-val],-0.034601546193882,0.0235796630799845,0.142258643492972,-0.0808168365982404,0.0116137442104764,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.present perfect]:C(valence)[T.-val],-0.0668925193674778,0.0235796630799845,0.0045557670005684,-0.1131078097718362,-0.0206772289631193,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.simple future]:C(valence)[T.-val],0.0401771001981338,0.0235796630799845,0.088402051076943,-0.0060381902062246,0.0863923906024922,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.simple past]:C(valence)[T.-val],-0.0327709341755394,0.0235796630799845,0.1645906689189973,-0.0789862245798978,0.0134443562288189,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.past perfect]:C(dominance)[T.-dom],0.0147183190218379,0.0235796630799845,0.5324992175184333,-0.0314969713825205,0.0609336094261964,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.present continuous]:C(dominance)[T.-dom],-0.0198625288751967,0.0235796630799845,0.3995873327723326,-0.0660778192795552,0.0263527615291616,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.present perfect]:C(dominance)[T.-dom],-0.066681998693302,0.0235796630799845,0.0046847802413347,-0.1128972890976605,-0.0204667082889435,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.simple future]:C(dominance)[T.-dom],0.0319300763627053,0.0235796630799845,0.1756929153750512,-0.0142852140416531,0.0781453667670638,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.simple past]:C(dominance)[T.-dom],0.047618909817433,0.0235796630799845,0.0434362450773261,0.0014036194130746,0.0938342002217914,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.past perfect]:C(semantic_role)[T.patient],-0.0007275329364356,0.0235796630799845,0.975385771794054,-0.046942823340794,0.0454877574679228,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.present continuous]:C(semantic_role)[T.patient],-0.0120035753766268,0.0235796630799845,0.6107068363976862,-0.0582188657809852,0.0342117150277316,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.present perfect]:C(semantic_role)[T.patient],0.0246372569439694,0.0235796630799845,0.2960914004673931,-0.0215780334603889,0.0708525473483279,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.simple future]:C(semantic_role)[T.patient],-0.0262387407026849,0.0235796630799845,0.2658072408585537,-0.0724540311070433,0.0199765497016734,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(tense)[T.simple past]:C(semantic_role)[T.patient],0.0390315907467854,0.0235796630799844,0.0978621589710235,-0.0071836996575729,0.0852468811511437,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(syntactic_role)[T.subject]:C(valence)[T.-val],-0.0306853142294996,0.0136137248266297,0.0241962674658988,-0.0573677245851327,-0.0040029038738666,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(syntactic_role)[T.subject]:C(semantic_role)[T.patient],0.0618975440720354,0.0136137248266297,5.449317908296691e-06,0.0352151337164024,0.0885799544276685,0.0044378060778542,0.030552589068522,,
he_she_odds_results__gpt2__54292870,selected_mixed__candidate__2__C_dominance_C_semantic_role_,2194.2018635791173,C(valence)[T.-val]:C(dominance)[T.-dom],-0.1870987978085138,0.0136137248266297,5.57967265877387e-43,-0.2137812081641468,-0.1604163874528807,0.0044378060778542,0.030552589068522,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,Intercept,1.3227347237723863,0.3126793456963589,2.33355678937792e-05,0.7098944674979739,1.9355749800467992,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.past perfect],0.0584119524274618,0.0339308012157382,0.0851597146756104,-0.008091195921973,0.1249151007768967,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.present continuous],0.2086172921317034,0.0339308012157382,7.830984078026082e-10,0.1421141437822685,0.2751204404811383,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.present perfect],0.1161366053990029,0.0339308012157383,0.0006199136199891,0.0496334570495679,0.1826397537484379,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.simple future],0.4904057094029108,0.0339308012157383,2.3960632616337407e-47,0.4239025610534759,0.5569088577523458,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.simple past],-0.0113566807338101,0.0339308012157383,0.7378504772452543,-0.0778598290832451,0.0551464676156248,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(syntactic_role)[T.subject],-0.0536751883370402,0.034252544779204,0.1171047924583392,-0.1208089424831257,0.0134585658090451,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(valence)[T.-val],0.064992559523811,0.0231791499671487,0.005048490755239,0.0195622603959467,0.1104228586516754,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(dominance)[T.-dom],-0.0042961483909964,0.0231791499671487,0.8529581454012225,-0.0497264475188608,0.0411341507368679,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(semantic_role)[T.patient],0.0961595807756785,0.0292196249881808,0.0009985869801126,0.0388901681570775,0.1534289933942795,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.past perfect]:C(syntactic_role)[T.subject],0.0637241908482098,0.0303486312197696,0.0357518466472775,0.0042419666773735,0.1232064150190461,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.present continuous]:C(syntactic_role)[T.subject],0.0986005510602632,0.0303486312197696,0.0011584034778561,0.0391183268894269,0.1580827752310996,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.present perfect]:C(syntactic_role)[T.subject],0.1475755964006649,0.0303486312197696,1.1580863746367662e-06,0.0880933722298285,0.2070578205715012,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.simple future]:C(syntactic_role)[T.subject],0.2279959542410661,0.0303486312197696,5.798154981125e-14,0.1685137300702298,0.2874781784119025,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.simple past]:C(syntactic_role)[T.subject],0.0792964390345937,0.0303486312197696,0.0089790545834102,0.0198142148637573,0.1387786632054301,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.past perfect]:C(valence)[T.-val],-0.0711556570870552,0.0303486312197694,0.0190470705216816,-0.1306378812578912,-0.0116734329162192,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.present continuous]:C(valence)[T.-val],-0.0648236955915196,0.0303486312197694,0.0326820478203821,-0.1243059197623556,-0.0053414714206836,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.present perfect]:C(valence)[T.-val],-0.0603886195591538,0.0303486312197694,0.0466096556947074,-0.1198708437299897,-0.0009063953883178,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.simple future]:C(valence)[T.-val],0.0496564592633901,0.0303486312197694,0.1017975374807393,-0.0098257649074457,0.109138683434226,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.simple past]:C(valence)[T.-val],-0.0585959298270107,0.0303486312197693,0.0535127121466152,-0.1180781539978467,0.0008862943438251,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.past perfect]:C(dominance)[T.-dom],-0.0798618861607149,0.0303486312197694,0.0085013293030269,-0.1393441103315508,-0.0203796619898789,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.present continuous]:C(dominance)[T.-dom],-0.1113351004464293,0.0303486312197694,0.000243941642893,-0.1708173246172653,-0.0518528762755933,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.present perfect]:C(dominance)[T.-dom],-0.0977979387555813,0.0303486312197694,0.0012708484457631,-0.1572801629264173,-0.0383157145847454,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.simple future]:C(dominance)[T.-dom],-0.2188337053571442,0.0303486312197694,5.568073209680278e-13,-0.2783159295279802,-0.1593514811863083,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.simple past]:C(dominance)[T.-dom],-0.0551770891462061,0.0303486312197693,0.0690476278293103,-0.114659313317042,0.0043051350246297,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.past perfect]:C(semantic_role)[T.patient],-0.0006112234933071,0.0303486312197695,0.9839316370610064,-0.0600934476641433,0.058871000677529,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.present continuous]:C(semantic_role)[T.patient],-0.0199916294642894,0.0303486312197695,0.5100675644880532,-0.0794738536351256,0.0394905947065467,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.present perfect]:C(semantic_role)[T.patient],0.0176273890903978,0.0303486312197695,0.5613551755772139,-0.0418548350804383,0.0771096132612341,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.simple future]:C(semantic_role)[T.patient],0.0688982282366024,0.0303486312197695,0.0231939210589596,0.0094160040657661,0.1283804524074386,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(tense)[T.simple past]:C(semantic_role)[T.patient],-0.0329829624721019,0.0303486312197695,0.2771241872876258,-0.0924651866429382,0.0264992616987343,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(syntactic_role)[T.subject]:C(valence)[T.-val],-0.0845331101190473,0.0175217904042706,1.4038577174722345e-06,-0.1188751882560772,-0.0501910319820173,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(syntactic_role)[T.subject]:C(dominance)[T.-dom],0.0340561639694941,0.0175217904042706,0.0519381123637515,-0.0002859141675358,0.0683982421065241,0.0044311888775035,0.0067544016563268,,
he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,selected_mixed__candidate__2__C_valence_C_dominance_,5551.970846546523,C(syntactic_role)[T.subject]:C(semantic_role)[T.patient],-0.2118887765066967,0.0175217904042706,1.151877661756519e-33,-0.2462308546437268,-0.1775466983696667,0.0044311888775035,0.0067544016563268,,
