,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
Group,1.5411226120781911,0.029081701102690795,-0.11422542693574593
C(semantic_role)[T.patient],0.029081701102690795,0.0020611398651211566,-0.0013776654104237461
C(syntactic_role)[T.subject],-0.11422542693574593,-0.0013776654104237461,0.030277771768519722
