,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.6175324682750322,0.015964605450064,-0.037330743089335
carpenter,2.449125425803307,0.17396990687387076,-0.021902809103357235
cashier,-0.9265473966300497,-0.03629050541260951,0.17878633478612094
ceo,0.37025553093497254,0.09663225140045946,0.03786186896499464
cleaner,-0.60544945583191,-0.10037048567856471,-0.15702756179416869
cook,-0.15165531376238567,0.015239966574438976,0.14133932728464887
designer,-0.026451934854164354,0.03834650323572766,0.16978566132491008
driver,1.2066402668232696,0.021683949499812318,-0.11998808026001334
lawyer,1.0214050490699316,-0.025830678529760967,-0.3451772941935074
manager,0.3814295905211634,0.004858931592590199,0.022787297807577614
receptionist,-1.9296651563073028,-0.05251794868534787,0.00831579904855257
salesperson,0.04440351239072832,-0.011251088430914765,0.07409955363197329
secretary,-1.6729299088763758,-0.07619444073217986,-0.031753841447392045
teacher,-0.7780926774124426,-0.06424096715036523,0.08020448703461057
