,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.5914290083113332,0.007004265866402787,-0.10208745781760495
carpenter,2.7554859011370807,0.08281194864663635,-0.15950454033725622
cashier,-1.0897035770392325,0.040011080939388266,-0.009140924923590615
ceo,0.7343055255404559,-0.007056143334731135,-0.08738349523735707
cleaner,-0.9361803652210433,-0.04808084415123925,0.3385820733878914
cook,-0.2812584495913761,0.03083299536743381,0.3542563729026812
designer,0.14134516512034873,0.005178228482001197,-0.0037128281916813436
driver,1.125720280334897,-0.014074364155982783,-0.24303038167322516
lawyer,1.0376168589454868,0.03665814990681153,0.03991121627419848
manager,0.40290810727996423,-0.005675687135148517,-0.2013649888006056
receptionist,-1.8217402963961173,-0.044182712102101264,0.09382974382673609
salesperson,0.33238072319304035,-0.008145365878226972,-0.09426939296242824
secretary,-1.9980347318410232,-0.018846953155577755,0.028452548605943467
teacher,-0.9942741498468234,-0.05643459929712307,0.04546205495100577
