feature,coefficient,nonzero
Intercept,0.0,False
C(tense)[T.past perfect],0.016561203917522777,True
C(tense)[T.present continuous],0.04594682083359096,True
C(tense)[T.present perfect],-0.042961468792480445,True
C(tense)[T.simple future],0.0854028987473918,True
C(tense)[T.simple past],0.004411330857277891,True
C(semantic_role)[T.patient],-0.04986531631854955,True
C(syntactic_role)[T.subject],-0.010346998315587804,True
"C(valence, Treatment(reference='-val'))[T.+val]",-0.047195388626723046,True
"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.025720388993303644,True
log_frequency,0.6151840823573641,True
lex_emb_norm,0.28647845408710165,True
profession_embedding_1,-0.7480823794158495,True
profession_embedding_2,-0.32531951333442977,True
profession_embedding_3,-0.08532372045810743,True
profession_embedding_4,-0.5446100309303711,True
profession_embedding_5,-0.24119631426664434,True
profession_embedding_6,-0.6467729533800618,True
profession_embedding_7,0.0,False
profession_embedding_8,-0.14667880208391737,True
profession_embedding_9,0.14748607785191237,True
profession_embedding_10,0.07296155982315908,True
