,Group
CEO,-0.19834407860666675
accountant,-0.5768931458400401
administrator,-0.6352743882397828
agronomist,0.5465890045781697
binman,1.3060991273080296
bodyguard,0.392667535081863
bookbinder,0.4922210625414498
builder,0.9795861724199669
cashier,-1.9398493107019712
chauffeur,0.9196167168715232
colonel,1.3812093731608626
doctor,0.3456097634644625
electrician,0.7947806134295103
farmer,1.012638463805874
farmhand,0.19419419581320102
fisherman,2.8938046429011437
hawker,0.5079549986924323
housekeeper,-3.519558894389465
manager,0.09266684098972183
midwife,-4.451785356532439
molder,-0.5077726664732918
paralegal,-1.5860998705020248
programmer,0.19450833120218664
salesperson,-0.5120135530157613
scientist,-0.018294244286511996
scrivener,0.8411624407420457
sergeant,0.9632528541640658
soldier,0.9922570918344357
solicitor,-0.4169661658802971
teacher,-1.1503156337309397
tradesperson,-0.10416900409578705
welder,0.7665170828869545
