predictor,unique_r2,relative_r2
profession_embedding_8,0.161911532747691,0.4025643886515573
profession_embedding_7,0.11060403060219925,0.2749973593984611
profession_embedding_9,0.04460369846375578,0.110899207109855
profession_embedding_4,0.0232610751925435,0.0578345492464478
profession_embedding_10,0.01999198077168529,0.049706524178414035
profession_embedding_5,0.01593237281386184,0.039613027019982
profession_embedding_6,0.005806561640514962,0.014436988504235037
profession_embedding_2,0.004602438291987365,0.011443148773148983
C(tense),0.004197793765923885,0.010437071729151218
profession_embedding_3,0.003569600886962343,0.008875181244990996
lex_emb_norm,0.0027121537496872516,0.0067432905960643965
C(syntactic_role),0.002355696621826997,0.005857022994724554
log_frequency,0.0019848914207271084,0.004935081447038705
"C(valence, Treatment(reference='-val'))",0.0003703571240571968,0.0009208274833712276
profession_embedding_1,0.0002732086262408062,0.0006792849263452511
"C(dominance, Treatment(reference='-dom'))",1.3769408798935956e-05,3.423519956342379e-05
C(semantic_role),9.174791637867052e-06,2.2811496648968894e-05
