predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,baseline_r2,full_r2
profession_embedding,0.49532040135405575,6.0192524522998205e-05,0.9175815823611297,500,0,0.0,0.5398107491210673
C(syntactic_role),0.026087353172199196,1.0107698358032947e-17,0.0483268501315975,500,0,0.0,0.5398107491210673
C(tense),0.013663080717716132,8.596150991316154e-18,0.025310871893460228,500,0,0.0,0.5398107491210673
lex_emb_norm,0.001374163454470093,2.9406338563964274e-05,0.002545639294340727,500,0,0.0,0.5398107491210673
log_frequency,0.0012159623782236448,4.6123918020397485e-05,0.0022525716284892503,500,0,0.0,0.5398107491210673
"C(dominance, Treatment(reference='-dom'))",0.0010756725149543588,7.953773944984337e-18,0.0019926845041633467,500,0,0.0,0.5398107491210673
"C(valence, Treatment(reference='-val'))",0.001074115529449801,7.470314327258321e-18,0.0019898001868223288,500,0,0.0,0.5398107491210673
