predictor,unique_r2,relative_r2
profession_embedding_9,0.22108595227931171,0.4288359833138219
profession_embedding_2,0.174735591154362,0.3389311183278409
profession_embedding_8,0.027864560698587115,0.05404832900323739
C(syntactic_role),0.026087353172199124,0.05060111524191947
profession_embedding_4,0.02191669468154922,0.04251137269398757
C(tense),0.013663080717715936,0.026502003380456815
profession_embedding_10,0.01203979229706642,0.023353343418598547
profession_embedding_6,0.006315156526812693,0.01224938233766669
profession_embedding_1,0.0035999893459764953,0.006982827064248422
profession_embedding_5,0.0028137998178053847,0.005457871019287457
profession_embedding_3,0.002486460298292137,0.00482293712466084
"C(dominance, Treatment(reference='-dom'))",0.00107567251495444,0.0020864603830249976
"C(valence, Treatment(reference='-val'))",0.001074115529449693,0.0020834403294980775
lex_emb_norm,0.0006720751451342322,0.0013036106670418583
log_frequency,0.00011868231028933085,0.00023020569470909744
