,Group
CEO,0.029181628051479024
accountant,0.21435953398204266
administrator,-0.7185820721061752
agronomist,-0.47804560837104326
bodyguard,0.792717350955153
bookbinder,0.9956353015099254
builder,1.6004354056040522
cashier,-1.5975408988125457
chauffeur,1.4005491939876196
colonel,1.3143444396725907
doctor,1.0592068431183572
electrician,1.4314663760222797
farmer,1.3160988920107002
farmhand,0.8372216548961894
fisherman,2.616024469482873
hairdresser,-0.5301798426092038
hawker,-0.07155378560689919
housekeeper,-2.7088058950068654
manager,0.4185805332196937
midwife,-3.7026272879837614
molder,0.1752880488435893
nurse,-2.987664577342878
paralegal,-2.209269323779848
programmer,0.4564798396072824
salesperson,-0.14954764070926382
scientist,0.23844831333496333
scrivener,0.6576834593425434
secretary,-2.686197668244514
sergeant,0.4494660300941847
soldier,1.2972712297824307
solicitor,-0.17083539746101692
teacher,-0.8281372600281047
tradesperson,0.3174349196150163
welder,1.2210937938819064
