,Group
CEO,-0.4546430975575082
accountant,0.12542001058326713
administrator,-0.3297016654848031
agronomist,-0.8718876312570489
bodyguard,0.7543904514403943
bookbinder,0.10867867209725947
builder,1.0693556548271501
cashier,-1.0834693850638741
chauffeur,1.2757544592976944
colonel,1.678739156441473
doctor,0.6786659817799161
electrician,1.0319969556228905
farmer,1.0496915809828282
farmhand,0.8620062251949682
fisherman,2.391406391855691
hairdresser,-0.5254246456594135
hawker,0.5843857128488181
housekeeper,-2.919051501084503
manager,0.6780487989286337
midwife,-2.8873083603914917
molder,-0.03529727021482342
nurse,-2.705829729080225
paralegal,-0.1723162751478315
programmer,0.03560805279418621
salesperson,-0.0790979619485578
scientist,-0.5099292620733323
scrivener,0.014169108171816778
secretary,-1.9698673218620173
sergeant,1.054126971920091
soldier,1.3583141999375123
solicitor,-0.08026527977654349
teacher,-0.9103050901901335
tradesperson,-0.17354153745141382
welder,0.9571776292088539
