predictor,unique_r2,relative_r2
profession_embedding_9,0.19579781989845935,0.49236502480010663
lex_emb_norm,0.07579539628137288,0.19059968180016348
profession_embedding_8,0.022864573761414264,0.057496638281881014
profession_embedding_1,0.02068640264605237,0.05201927762592371
profession_embedding_3,0.013733269171667173,0.034534508197287914
profession_embedding_10,0.011983445635255663,0.030134296237073734
log_frequency,0.011347746916320123,0.02853572983997895
C(tense),0.011099081959806023,0.027910421920082414
profession_embedding_6,0.00930940875376296,0.02341000157355121
C(syntactic_role),0.008250710280471751,0.02074773444346677
profession_embedding_5,0.006962980460871293,0.017509531255646672
profession_embedding_2,0.00465686903795981,0.011710444174276387
"C(valence, Treatment(reference='-val'))",0.00329348867798418,0.00828200556806767
profession_embedding_4,0.0011737552036897858,0.002951595734179689
profession_embedding_7,0.0005855418816165248,0.001472438984321346
C(semantic_role),6.739431996405365e-05,0.0001694738278377976
"C(dominance, Treatment(reference='-dom'))",6.012570760693947e-05,0.00015119573615460696
