,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.5576768994712955,0.02157519777178295,0.15828510474920438
carpenter,2.4401282761936445,0.1820594601048573,0.060741521602360876
cashier,-0.8558805539110517,0.016796104772255797,-0.010101591379478941
ceo,0.43002849500479984,-0.0009436814122056731,-0.029222319012679736
cleaner,-0.743213248597032,-0.03996241199440713,-0.051611990125604405
cook,-0.10245566604722503,0.03434368097984233,-0.004437590802399592
designer,0.26055858361074513,-0.03571535779639257,-0.007034689747791137
driver,1.04122939269184,-0.01320900255138026,-0.12423561164425173
lawyer,0.9932467602777242,-0.0713698258957442,0.09840178096046763
manager,0.5164963049423035,0.041467071166334926,-0.01897847607739222
receptionist,-2.180926952251292,-0.02494389162815946,0.08882839201644958
salesperson,0.22154368710964922,-0.028252480568853502,-0.07261953308166089
secretary,-1.8960375018634845,-0.06472178905209934,0.013263479395662053
teacher,-0.6823944766164818,-0.01712307389534009,-0.10127847685276295
