run_dir,run_name,input_csv,target_model,model_name,model_dir,selection_variant,formula,re_formula,group_col,optimizer,converged,warning_count,warnings,numerical_issue_warnings,aic,bic,log_likelihood,nobs,residual_variance,R2m,R2c,random_effect_variance_semantic_role,random_effect_variance_syntactic_role,random_effect_variance_valence,random_effect_variance_dominance
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__2__C_dominance_log_frequency,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/selected_mixed_random_slopes__candidate__2__C_dominance_log_frequency,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,,,,17091.50629904255,17626.27283951167,-8475.753149521275,15360,0.1709773706928547,0.03549655609544849,0.9226451488402386,0.01084116897301834,0.04863491240807542,0.004856488953912917,0.0037036180518984223
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__4__C_syntactic_role_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/selected_mixed_random_slopes__candidate__4__C_syntactic_role_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(syntactic_role):C(valence) + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(dominance):log_frequency + C(dominance):lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,,,,17091.78921531682,17611.276711772534,-8477.89460765841,15360,0.17106261791493213,0.05461060660703993,0.9234944201916127,0.010895247297049914,0.048621151599136964,0.004842953819357006,0.003151608882343058
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__1__C_syntactic_role_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/selected_mixed_random_slopes__candidate__1__C_syntactic_role_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,,,,17091.800380703586,17634.206443179402,-8474.900190351793,15360,0.17099932211955082,0.049725602311185516,0.9227609154755743,0.010835161932206681,0.0485867457285805,0.004842180330442422,0.0031553067297806913
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1.0,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,17091.85228789985,17641.897872382367,-8473.926143949924,15360,0.17097741158729113,0.04973538827121894,0.9227708227016751,0.010835347798016459,0.048586687192504495,0.00484235167145804,0.00315549535556645
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1.0,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,17091.85542128599,17641.90100576851,-8473.927710642994,15360,0.17097746621388515,0.050106417859091784,0.9227898907238538,0.010833955357111518,0.04862118652796945,0.004838158524784313,0.003155479669070677
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1.0,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,17091.90004944548,17641.945633928,-8473.95002472274,15360,0.17097757883299808,0.052230813126133424,0.9233127646099798,0.010825095777914193,0.048571346938947456,0.0048409865390835185,0.003152423631700752
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__2__C_valence_log_frequency,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/selected_mixed_random_slopes__candidate__2__C_valence_log_frequency,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,,,,17091.932644582354,17626.69918505147,-8475.966322291177,15360,0.1709765216036465,0.06047188745318395,0.9274798406391422,0.01113133310578538,0.04879707301412115,0.005692042726762744,0.0031759956516382894
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_lex_emb_norm,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/selected_mixed_random_slopes__candidate__0__C_syntactic_role_lex_emb_norm,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1.0,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,17091.944537652744,17641.990122135263,-8473.972268826372,15360,0.1709775435773133,0.05851309611438663,0.9235104745581384,0.010834190265401548,0.04875902463409437,0.004838634092363114,0.0031556378508617693
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_lex_emb_norm,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/selected_mixed_random_slopes__candidate__0__C_semantic_role_lex_emb_norm,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1.0,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,17092.018065040582,17642.0636495231,-8474.009032520291,15360,0.17097733060751158,0.06463055091148429,0.9241357545948188,0.010905150546973589,0.04859447887322982,0.0048448506108461345,0.00315547871233238
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/selected_mixed_random_slopes__candidate__0__C_semantic_role_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1.0,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,17092.20362263359,17642.24920711611,-8474.101811316796,15360,0.17098164031825983,0.052906937482384724,0.9230051748946175,0.010833783775140061,0.04858334854854607,0.004837982508209553,0.003155362905885325
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1.0,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,17092.87391967149,17642.919504154008,-8474.436959835744,15360,0.17097737533377835,0.09068866744201783,0.927013750278292,0.011233569634551157,0.04860398644792823,0.00487498369525141,0.0031567071390803947
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__1__C_dominance_lex_emb_norm,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/selected_mixed_random_slopes__candidate__1__C_dominance_lex_emb_norm,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(dominance):log_frequency + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,,,,17092.93262658728,17635.338689063097,-8475.46631329364,15360,0.17097724736920045,0.04067244574595964,0.922856205608119,0.010836009683231089,0.04872890365248327,0.0048439724858897965,0.00361388439950373
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_tense_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/selected_mixed_random_slopes__candidate__0__C_tense_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1.0,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,17093.310337427014,17612.797833882727,-8478.655168713507,15360,0.17108408850407664,0.05286119614712621,0.9229591439552013,0.01083296083293409,0.048583663488162544,0.004837191264137175,0.003154499813579967
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__1__C_dominance_log_frequency,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/selected_mixed_random_slopes__candidate__1__C_dominance_log_frequency,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,,,,17093.481602129294,17635.88766460511,-8475.740801064647,15360,0.17097736421514292,0.0351919263988676,0.9227663563414961,0.010844846218407088,0.048763460878429706,0.004854399160284604,0.0037026766964791684
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__3__C_syntactic_role_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/selected_mixed_random_slopes__candidate__3__C_syntactic_role_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(dominance):log_frequency + C(dominance):lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,,,,17093.488332202425,17620.61535066484,-8477.744166101213,15360,0.17106238750186972,0.04706226416763142,0.9229159412001363,0.010830164673141733,0.04861281067130653,0.004843919182794519,0.003152823432057842
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1.0,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,17093.77891508874,17643.82449957126,-8474.88945754437,15360,0.17099935745006076,0.05289902193946045,0.9229972222830601,0.01083364406073489,0.04858339818723228,0.004837845843938114,0.0031552152840046777
