target_model,best_model_name,best_model_aic,term,coef,std_err,z,p_value,ci_low,ci_high,random_effect_variance_semantic_role,random_effect_variance_syntactic_role,random_effect_variance_valence,random_effect_variance_dominance
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,C(tense)[T.past perfect]:log_frequency,0.0255129981498135,0.0073875031780688,3.4535346428754763,0.000553291233561,0.0110337579851233,0.0399922383145037,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,C(tense)[T.present continuous]:log_frequency,0.0217861895685197,0.0073875031780688,2.9490599250360896,0.0031874216487139,0.0073069494038295,0.0362654297332099,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,C(tense)[T.present perfect]:log_frequency,0.0264784849206353,0.0073875031780689,3.584226535325404,0.0003380785680773,0.011999244755945,0.0409577250853255,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,C(tense)[T.simple future]:log_frequency,0.0361589372585298,0.0073875031780689,4.894608690778494,9.850152531651268e-07,0.0216796970938396,0.0506381774232201,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,C(tense)[T.simple past]:log_frequency,0.018351130623381,0.0073875031780689,2.484077526742678,0.0129887526954812,0.0038718904586908,0.0328303707880713,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,C(semantic_role)[T.patient]:log_frequency,0.0132471957843459,0.0113643370276512,1.1656813549363614,0.243743301313707,-0.0090264954980254,0.0355208870667172,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,C(valence)[T.-val]:log_frequency,-0.0078209735852685,0.0081743445322976,-0.956770729979278,0.3386829889868094,-0.0238423944657938,0.0082004472952567,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,C(dominance)[T.-dom]:log_frequency,-0.02050275392697,0.0086030972475061,-2.383182862766456,0.0171636660973009,-0.0373645146875778,-0.0036409931663622,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,lex_emb_norm,0.3713352218387758,4.598236579050152,0.080756006233042,0.9356359956836524,-8.641042865494187,9.383713309171736,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,C(tense)[T.past perfect]:lex_emb_norm,-0.2896399613436589,0.1063228538885227,-2.724155256849485,0.0064466193538201,-0.4980289256986779,-0.0812509969886399,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,C(tense)[T.present continuous]:lex_emb_norm,-0.1567017800195455,0.1063228538885228,-1.4738297015977748,0.1405274491064491,-0.3650907443745648,0.0516871843354737,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,C(tense)[T.present perfect]:lex_emb_norm,-0.1117020864334285,0.1063228538885233,-1.0505933799570986,0.2934453828291143,-0.3200910507884487,0.0966868779215917,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,C(tense)[T.simple future]:lex_emb_norm,0.1779871409474848,0.1063228538885237,1.674025239522812,0.0941256390801617,-0.030401823407536,0.3863761053025058,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,C(tense)[T.simple past]:lex_emb_norm,-0.1142000446280481,0.1063228538885229,-1.0740874652197,0.2827834820147435,-0.3225890089830676,0.0941889197269712,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,C(semantic_role)[T.patient]:lex_emb_norm,-0.0827587474821425,0.1636709315534694,-0.5056410854184343,0.6131086337326436,-0.403547878643063,0.2380303836787778,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,C(syntactic_role)[T.subject]:lex_emb_norm,0.1352527280154766,0.2478519321267833,0.5456997121422118,0.5852723698472603,-0.3505281324516845,0.6210335884826379,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,C(valence)[T.-val]:lex_emb_norm,-0.0196175889051405,0.1190037553929215,-0.1648484860025469,0.8690632397511991,-0.2528606635002809,0.2136254856899998,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,C(dominance)[T.-dom]:lex_emb_norm,0.2293542561307029,0.1241033796123274,1.8480903328108944,0.0645892760438445,-0.0138838982691612,0.4725924105305671,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,17465.498063443694,log_frequency:lex_emb_norm,0.141731847908063,0.5700726373633576,0.248620682030253,0.8036542087914155,-0.9755899898958804,1.2590536857120067,0.008932597192536718,0.04647349767898976,0.0041527294508649035,0.004534700116350773
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,Intercept,-1.9700973445787804,3.578581977083468,-0.5505245812992113,0.5819596216274089,-8.983989135386519,5.043794446228958,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.past perfect],0.1046662931896062,0.0798638281194249,1.3105594316502434,0.1900066528274564,-0.0518639335919638,0.2611965199711763,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.present continuous],-0.410912143513205,0.0798638281194253,-5.14515961968092,2.672934382953667e-07,-0.567442370294776,-0.254381916731634,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.present perfect],-0.186283879635862,0.0798638281194241,-2.332518788822683,0.0196734156647307,-0.3428141064174305,-0.0297536528542935,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.simple future],-0.2358115261443063,0.079863828119424,-2.95266995956776,0.0031503859048876,-0.3923417529258748,-0.0792812993627379,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.simple past],0.0502295861175608,0.0798638281194234,0.6289403763923095,0.5293880912061995,-0.1063006406640062,0.206759812899128,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(semantic_role)[T.patient],0.1671588180065494,0.113086876893793,1.478145144670843,0.1393689328159052,-0.0544873878293996,0.3888050238424986,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(syntactic_role)[T.subject],-0.3733903083673761,0.2269429472226315,-1.6453047470167883,0.0999069814049087,-0.8181903114691083,0.0714096947343559,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(valence)[T.-val],0.2385282227702762,0.0805887539372237,2.959820212086697,0.0030781862271243,0.0805771674943572,0.3964792780461952,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(dominance)[T.-dom],-0.1061719621668294,0.100096346369811,-1.0606976779609087,0.2888273155911327,-0.3023571960357057,0.0900132717020468,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.past perfect]:C(semantic_role)[T.patient],0.0074989318847642,0.0267285491264207,0.2805588829118923,0.7790487564552676,-0.04488806176203,0.0598859255315585,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.present continuous]:C(semantic_role)[T.patient],-0.0523044586181662,0.0267285491264207,-1.9568760867182304,0.0503620386875081,-0.1046914522649605,8.253502862798356e-05,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.present perfect]:C(semantic_role)[T.patient],-0.083501052856447,0.0267285491264207,-3.1240398594590197,0.0017838628976192,-0.1358880465032413,-0.0311140592096528,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.simple future]:C(semantic_role)[T.patient],0.0404167175292949,0.0267285491264207,1.5121178982866523,0.1305038723669899,-0.0119702761174993,0.0928037111760891,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.simple past]:C(semantic_role)[T.patient],-0.0017555236816421,0.0267285491264207,-0.0656797222078478,0.947632816881662,-0.0541425173284363,0.050631469965152,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.past perfect]:C(syntactic_role)[T.subject],-0.1746627807617172,0.026728549126421,-6.534689927821939,6.374145930612733e-11,-0.2270497744085119,-0.1222757871149225,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.present continuous]:C(syntactic_role)[T.subject],0.0176044464111348,0.026728549126421,0.6586383094671239,0.5101280562623528,-0.0347825472356597,0.0699914400579295,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.present perfect]:C(syntactic_role)[T.subject],-0.0749004364013653,0.0267285491264209,-2.8022634542226887,0.0050745414745821,-0.1272874300481599,-0.0225134427545706,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.simple future]:C(syntactic_role)[T.subject],-0.0714958190917951,0.0267285491264209,-2.6748858964859417,0.0074754688079285,-0.1238828127385898,-0.0191088254450004,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.simple past]:C(syntactic_role)[T.subject],0.0828956604003922,0.0267285491264209,3.1013902029740343,0.0019261428904918,0.0305086667535975,0.1352826540471868,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.past perfect]:C(valence)[T.-val],0.1434249877929681,0.026728549126421,5.365984779592597,8.050873097663732e-08,0.0910379941461734,0.1958119814397628,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.present continuous]:C(valence)[T.-val],-0.0929325103759772,0.026728549126421,-3.4769006703814718,0.000507245699998,-0.145319504022772,-0.0405455167291825,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.present perfect]:C(valence)[T.-val],0.0554172515869135,0.026728549126421,2.0733355680774297,0.0381410607436526,0.0030302579401188,0.1078042452337082,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,21540.25411567572,C(tense)[T.simple future]:C(valence)[T.-val],0.0093269348144525,0.026728549126421,0.3489502842199881,0.7271266336661713,-0.0430600588323421,0.0617139284612472,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
