feature,coefficient,nonzero
Intercept,0.0,False
C(tense)[T.past perfect],0.0009726566526907282,True
C(tense)[T.present continuous],-0.0711605833723383,True
C(tense)[T.present perfect],-0.02919068158564694,True
C(tense)[T.simple future],0.052144900255518045,True
C(tense)[T.simple past],-0.009400427457115224,True
C(semantic_role)[T.patient],-0.011174296701702426,True
C(syntactic_role)[T.subject],-0.19041073853443874,True
"C(valence, Treatment(reference='-val'))[T.+val]",-0.04941066740325788,True
"C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.011859901429873464,True
log_frequency,0.03548151873803416,True
lex_emb_norm,-0.01279685417780135,True
profession_embedding_1,-0.22809926091803268,True
profession_embedding_2,-0.6292720502146231,True
profession_embedding_3,0.1175728489278993,True
profession_embedding_4,0.2949269261020971,True
profession_embedding_5,0.14500816073817407,True
profession_embedding_6,0.15655961860293674,True
profession_embedding_7,0.005207031663669897,True
profession_embedding_8,-0.2108445482913292,True
profession_embedding_9,-0.5598760931127491,True
profession_embedding_10,-0.032542448245133124,True
