,Group
CEO,0.018694438185847043
accountant,0.36468677482507295
administrator,-0.5117979530487062
agronomist,0.6994775305140013
bodyguard,0.8131817788093488
bookbinder,0.7313303016187327
builder,1.729157399397739
cashier,-1.5745292072731274
chauffeur,1.197259647220025
colonel,1.6073026994066022
doctor,0.3056275590464759
electrician,1.510429710627447
farmer,1.5739102990015352
farmhand,0.9884995766010168
fisherman,2.5884376676807013
hairdresser,-1.5923291235728498
hawker,0.29772642700615914
housekeeper,-2.9417932901133383
manager,-0.274180695979812
midwife,-3.91145363585291
molder,0.23984319075373586
nurse,-2.901314293607162
paralegal,-1.8910805390179095
programmer,0.6938136949036807
salesperson,-0.4441461106877399
scientist,0.23705172960535728
scrivener,0.8371380579652207
secretary,-2.546691248567081
sergeant,0.732695737004655
soldier,1.4415119667857303
solicitor,-0.05245819400928167
teacher,-1.2622137888115437
tradesperson,0.3253418496388503
welder,0.970870043445716
