predictor,unique_r2,relative_r2
profession_embedding_2,0.09216378132796132,0.1336354068711564
profession_embedding_10,0.08935093627100599,0.12955684489989638
log_frequency,0.08177952776700559,0.11857847312042973
profession_embedding_1,0.080021979119137,0.11603006717104718
profession_embedding_3,0.07565926340291174,0.10970422765577902
profession_embedding_7,0.06070283403948362,0.0880177419829625
profession_embedding_4,0.05350967835452303,0.07758782827069116
profession_embedding_9,0.05263001342058793,0.07631233393156034
lex_emb_norm,0.05100450214153762,0.07395537919272914
profession_embedding_5,0.020273081542575566,0.029395511571228033
C(syntactic_role),0.009528695287895017,0.013816393526844117
C(tense),0.009486132571238426,0.01375467854644737
profession_embedding_6,0.007318213563464182,0.010611244819084337
profession_embedding_8,0.006053767875706884,0.008777827054370066
"C(dominance, Treatment(reference='-dom'))",0.00011345942275364784,0.0001645136072390104
"C(valence, Treatment(reference='-val'))",6.739584365356155e-05,9.77224551585981e-05
C(semantic_role),2.6244017193866043e-06,3.805323376604877e-06
