predictor,unique_r2,relative_r2
profession_embedding_2,0.1560369095617078,0.45332168825927355
profession_embedding_9,0.057443903302949684,0.1668872275068827
profession_embedding_10,0.037114280417262946,0.10782518254521108
lex_emb_norm,0.031089357281856023,0.09032145003059788
log_frequency,0.02872489570853043,0.08345216688948154
profession_embedding_3,0.010469617825658695,0.030416552349622417
C(tense),0.006409707424660072,0.018621615867403508
profession_embedding_8,0.006176760635890122,0.017944853991919113
profession_embedding_4,0.005733183802900554,0.01665616531327023
profession_embedding_7,0.002422004794969901,0.007036458910342663
profession_embedding_6,0.00144024694639322,0.004184235506093755
C(syntactic_role),0.0004978584682764353,0.0014463888190761442
profession_embedding_5,0.00037154081285684093,0.001079408128593306
profession_embedding_1,0.00019763200676115034,0.0005741646332953191
"C(dominance, Treatment(reference='-dom'))",4.64265372970285e-05,0.00013487934570504924
C(semantic_role),3.358157852473287e-05,9.756190323176671e-05
