predictor,unique_r2,relative_r2
profession_embedding_1,0.09482071081076549,0.44992652910346503
log_frequency,0.034796919936531334,0.16511221310900778
profession_embedding_5,0.020695930391978368,0.09820268217998364
lex_emb_norm,0.019073073644389593,0.09050218829598444
C(syntactic_role),0.018182904998152782,0.08627831688758127
profession_embedding_2,0.015777106207235714,0.07486274437749062
C(tense),0.005654865721686386,0.02683247240976865
"C(valence, Treatment(reference='-val'))",0.0014521845421635593,0.006890650208025793
"C(dominance, Treatment(reference='-dom'))",0.00015239754761608992,0.0007231299898144461
C(semantic_role),0.00014100528631966203,0.000669073438878323
