target_model,best_model_name,best_model_aic,term,coef,std_err,z,p_value,ci_low,ci_high,random_effect_variance_tense,random_effect_variance_semantic_role,random_effect_variance_syntactic_role,random_effect_variance_valence,random_effect_variance_dominance
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,Intercept,1.0851500302046135,0.2365861492760793,4.586701434234511,4.503039255210258e-06,0.621449698382481,1.5488503620267462,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.past perfect],0.1776436373151783,0.0285219436979339,6.2283145635704535,4.714796986648277e-10,0.1217416548981486,0.2335456197322079,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.present continuous],0.1361482414501819,0.0425422508877355,3.2003064861204136,0.0013728152123613,0.0527669618889531,0.2195295210114107,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.present perfect],0.276710901595313,0.0447412658209338,6.184690945106063,6.222425422445669e-10,0.1890196319635497,0.3644021712270762,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.simple future],0.478652301953095,0.0623566044718639,7.676048207035851,1.6407140391852238e-14,0.3564356029900324,0.6008690009161576,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.simple past],0.1625336114455347,0.0288577507803713,5.632234219587471,1.7788986395553193e-08,0.1059734592411741,0.2190937636498952,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(semantic_role)[T.patient],0.1158034867744906,0.0265141207280681,4.367615579720127,1.2561032788609917e-05,0.0638367650657302,0.1677702084832511,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(syntactic_role)[T.subject],0.0976142489828727,0.038567553730243,2.530994049185128,0.0113739778264752,0.022023232699783,0.1732052652659624,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,"C(valence, Treatment(reference='-val'))[T.+val]",0.1011961894283022,0.0194505517580942,5.202741325124107,1.963701120873728e-07,0.0630738085030053,0.1393185703535991,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.131440449830231,0.0262242826177174,5.012165699489074,5.38208261864653e-07,0.080041800379105,0.182839099281357,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.past perfect]:C(semantic_role)[T.patient],-0.0425938334774827,0.0199563833568047,-2.134346324979724,0.032814441825309,-0.0817076261184945,-0.0034800408364708,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.present continuous]:C(semantic_role)[T.patient],-0.0023609627132395,0.0199563833568047,-0.1183061415000607,0.9058250913630804,-0.0414747553542514,0.0367528299277722,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.present perfect]:C(semantic_role)[T.patient],-0.0357776566692764,0.0199563833568047,-1.7927926132505854,0.0730060910746091,-0.0748914493102883,0.0033361359717353,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.simple future]:C(semantic_role)[T.patient],-0.050276906843475,0.0199563833568047,-2.519339598992603,0.0117575196632161,-0.0893906994844869,-0.0111631142024632,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.simple past]:C(semantic_role)[T.patient],0.0054575560127833,0.0199563833568047,0.2734742019736983,0.7844887206162583,-0.0336562366282284,0.0445713486537952,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.past perfect]:C(syntactic_role)[T.subject],-0.1369196728231412,0.0199563833568047,-6.860946213305443,6.840591807748851e-12,-0.176033465464153,-0.0978058801821293,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.present continuous]:C(syntactic_role)[T.subject],-0.0678552509468686,0.0199563833568047,-3.400177764360867,0.0006734205744138,-0.1069690435878804,-0.0287414583058568,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.present perfect]:C(syntactic_role)[T.subject],-0.1517599675075067,0.0199563833568047,-7.604582693875717,2.85824662718084e-14,-0.1908737601485185,-0.1126461748664948,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.simple future]:C(syntactic_role)[T.subject],-0.043522245111286,0.0199563833568047,-2.180868363427476,0.0291931542955741,-0.0826360377522978,-0.0044084524702742,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.simple past]:C(syntactic_role)[T.subject],-0.116424663612141,0.0199563833568047,-5.833956059600481,5.4128381471366894e-09,-0.1555384562531528,-0.0773108709711292,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,"C(tense)[T.past perfect]:C(valence, Treatment(reference='-val'))[T.+val]",0.0027252450862716,0.0199563833568047,0.1365600689035852,0.8913785411246814,-0.0363885475547402,0.0418390377272834,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,"C(tense)[T.present continuous]:C(valence, Treatment(reference='-val'))[T.+val]",0.0013019023499091,0.0199563833568046,0.0652373892920463,0.9479849921699398,-0.0378118902911025,0.0404156949909208,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,"C(tense)[T.present perfect]:C(valence, Treatment(reference='-val'))[T.+val]",-0.0761129690139031,0.0199563833568047,-3.813966070558074,0.0001367542515208,-0.1152267616549149,-0.0369991763728912,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,"C(tense)[T.simple future]:C(valence, Treatment(reference='-val'))[T.+val]",-0.0114450831366833,0.0199563833568047,-0.5735048747087133,0.566302899450997,-0.0505588757776951,0.0276687095043284,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,"C(tense)[T.simple past]:C(valence, Treatment(reference='-val'))[T.+val]",-0.0510549040818972,0.0199563833568047,-2.558324480396826,0.0105177900543874,-0.090168696722909,-0.0119411114408854,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,"C(tense)[T.past perfect]:C(dominance, Treatment(reference='-dom'))[T.+dom]",0.0046914435447166,0.0199563833568047,0.2350848578541159,0.814142871083507,-0.0344223490962951,0.0438052361857284,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,"C(tense)[T.present continuous]:C(dominance, Treatment(reference='-dom'))[T.+dom]",0.0360399948174535,0.0199563833568046,1.805938188953697,0.0709279950753945,-0.0030737978235581,0.0751537874584653,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,"C(tense)[T.present perfect]:C(dominance, Treatment(reference='-dom'))[T.+dom]",0.0300972503147717,0.0199563833568046,1.5081515411212667,0.1315157464444848,-0.0090165423262399,0.0692110429557835,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,"C(tense)[T.simple future]:C(dominance, Treatment(reference='-dom'))[T.+dom]",0.0560242366466865,0.0199563833568047,2.807334156947001,0.0049953393973977,0.0169104440056747,0.0951380292876983,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,"C(tense)[T.simple past]:C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.0305171836379431,0.0199563833568046,-1.5291940975636498,0.1262163334075058,-0.0696309762789549,0.0085966090030685,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(semantic_role)[T.patient]:C(syntactic_role)[T.subject],-0.0354715987976768,0.0115218233031025,-3.0786445742597977,0.0020794460565225,-0.0580539575079922,-0.0128892400873614,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,"C(semantic_role)[T.patient]:C(valence, Treatment(reference='-val'))[T.+val]",-0.0884105740960054,0.0115218233031025,-7.6733145241168925,1.6760782636622133e-14,-0.1109929328063208,-0.0658282153856901,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,"C(semantic_role)[T.patient]:C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.0238561714614036,0.0115218233031025,-2.070520509976895,0.0384036274095628,-0.046438530171719,-0.0012738127510882,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,"C(syntactic_role)[T.subject]:C(valence, Treatment(reference='-val'))[T.+val]",-0.0116983058306986,0.0115218233031025,-1.0153172395508387,0.3099546291920612,-0.034280664541014,0.0108840528796167,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,"C(syntactic_role)[T.subject]:C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.1376829220031531,0.0115218233031025,-11.94975121394875,6.511988201699104e-33,-0.1602652807134685,-0.1151005632928377,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,"C(valence, Treatment(reference='-val'))[T.+val]:C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.0840490209351445,0.0115218233031025,-7.294767392632377,2.991754971772567e-13,-0.1066313796454599,-0.0614666622248291,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,log_frequency,-0.1413626702771061,0.2420038623324379,-0.5841339428001269,0.5591301999453134,-0.615681524568274,0.3329561840140617,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.past perfect]:log_frequency,-0.0184215837792011,0.0203775375259976,-0.9040142242750808,0.3659878589606007,-0.05836082342377,0.0215176558653677,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.present continuous]:log_frequency,0.0284506893075962,0.037571077624955,0.7572497544946383,0.4489002470543792,-0.0451872696976743,0.1020886483128667,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.present perfect]:log_frequency,0.0296862702940049,0.0400440211587487,0.7413408902247371,0.4584867746524769,-0.0487985689733023,0.1081711095613123,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.simple future]:log_frequency,0.0093489251281198,0.0590769742332898,0.1582498976877484,0.8742598864099235,-0.1064398166847289,0.1251376669409686,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(tense)[T.simple past]:log_frequency,0.0079726604979667,0.0208449644618378,0.3824741708033503,0.7021096839399151,-0.0328827191062528,0.0488280401021862,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(semantic_role)[T.patient]:log_frequency,0.005969459253778,0.0209163518215895,0.2853967701775053,0.7753401817173405,-0.0350258370045062,0.0469647555120623,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
EleutherAI_pythia-12b-deduped,full_mixed_random_slopes,14742.11766481481,C(syntactic_role)[T.subject]:log_frequency,0.1126131092371414,0.0349564211022547,3.2215285686061748,0.0012750874960189,0.0440997828483061,0.1811264356259766,0.010733110699387377,0.013746392795901065,0.04041795128952296,0.00270745523017071,0.013226682424233539
