run_dir,run_name,input_csv,target_model,model_name,model_dir,fit_variant,random_effect_variance_tense,random_effect_variance_semantic_role,random_effect_variance_syntactic_role,random_effect_variance_valence,random_effect_variance_dominance,formula,re_formula,group_col,optimizer,converged,warning_count,warnings,numerical_issue_warnings,aic,bic,log_likelihood,nobs,residual_variance,R2m,R2c,fixed_effect_variance_C(tense),fixed_effect_variance_C(semantic_role),fixed_effect_variance_C(syntactic_role),"fixed_effect_variance_C(valence, Treatment(reference='-val'))","fixed_effect_variance_C(dominance, Treatment(reference='-dom'))",fixed_effect_variance_C(tense):C(semantic_role),fixed_effect_variance_C(tense):C(syntactic_role),"fixed_effect_variance_C(tense):C(valence, Treatment(reference='-val'))","fixed_effect_variance_C(tense):C(dominance, Treatment(reference='-dom'))",fixed_effect_variance_C(semantic_role):C(syntactic_role),"fixed_effect_variance_C(semantic_role):C(valence, Treatment(reference='-val'))","fixed_effect_variance_C(semantic_role):C(dominance, Treatment(reference='-dom'))","fixed_effect_variance_C(syntactic_role):C(valence, Treatment(reference='-val'))","fixed_effect_variance_C(syntactic_role):C(dominance, Treatment(reference='-dom'))","fixed_effect_variance_C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",fixed_effect_variance_log_frequency,fixed_effect_variance_C(tense):log_frequency,fixed_effect_variance_C(semantic_role):log_frequency,fixed_effect_variance_C(syntactic_role):log_frequency,"fixed_effect_variance_C(valence, Treatment(reference='-val')):log_frequency","fixed_effect_variance_C(dominance, Treatment(reference='-dom')):log_frequency",fixed_effect_variance_lex_emb_norm,fixed_effect_variance_C(tense):lex_emb_norm,fixed_effect_variance_C(semantic_role):lex_emb_norm,fixed_effect_variance_C(syntactic_role):lex_emb_norm,"fixed_effect_variance_C(valence, Treatment(reference='-val')):lex_emb_norm","fixed_effect_variance_C(dominance, Treatment(reference='-dom')):lex_emb_norm",fixed_effect_variance_log_frequency:lex_emb_norm
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,full_mixed_random_slopes__random_intercept_baseline,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/full_mixed_random_slopes__random_intercept_baseline,random_intercept_baseline,,,,,,"log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence, Treatment(reference='-val')) + C(dominance, Treatment(reference='-dom')) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence, Treatment(reference='-val')) + C(tense):C(dominance, Treatment(reference='-dom')) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence, Treatment(reference='-val')) + C(semantic_role):C(dominance, Treatment(reference='-dom')) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence, Treatment(reference='-val')) + C(syntactic_role):C(dominance, Treatment(reference='-dom')) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom')) + C(valence, Treatment(reference='-val')):log_frequency + C(valence, Treatment(reference='-val')):lex_emb_norm + C(dominance, Treatment(reference='-dom')):log_frequency + C(dominance, Treatment(reference='-dom')):lex_emb_norm + log_frequency:lex_emb_norm",1,profession,lbfgs,True,0,[],False,20419.872918748035,20874.1815698306,-10150.936459374017,16320,0.19954217351184064,0.03739676300884028,0.9191399866295772,0.006476449431843252,0.003729455399016161,0.019317835782471225,-0.002247907960831062,0.00045450473899376386,0.0018059368114798512,0.009326618611380962,0.003896085909123883,-0.0001057162180742996,0.001296758471592527,4.817833780944395e-05,0.0038545430201339533,0.0003081276739625134,0.0031403215517240967,0.005224026867113684,0.010628036400645104,-0.00114097798615388,-0.00013175332428154283,-0.0008584243507571099,-0.0007085279646684655,-3.510142001662409e-05,0.0006198069104609944,7.709348873936556e-05,0.0001909504572527652,0.00014896922128493942,-4.00193305839864e-05,0.00010325118104527182,0.026907282632490776
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,random_intercept_only,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/random_intercept_only,standalone_random_intercept,,,,,,log_he_she_odds ~ 1,1,profession,lbfgs,True,0,[],False,24505.25658479528,24528.357024680834,-12249.62829239764,16320,0.25819979116308756,8.028693120798546e-32,0.8948925038164428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-8B-Base.csv,Qwen_Qwen3-8B-Base,full_mixed_random_slopes,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc/models/full_mixed_random_slopes,random_slopes,0.015462148500369295,0.013372264461810342,0.04020461121191658,0.01822797853598503,0.009635938874301649,"log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence, Treatment(reference='-val')) + C(dominance, Treatment(reference='-dom')) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence, Treatment(reference='-val')) + C(tense):C(dominance, Treatment(reference='-dom')) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence, Treatment(reference='-val')) + C(semantic_role):C(dominance, Treatment(reference='-dom')) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence, Treatment(reference='-val')) + C(syntactic_role):C(dominance, Treatment(reference='-dom')) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom')) + C(valence, Treatment(reference='-val')):log_frequency + C(valence, Treatment(reference='-val')):lex_emb_norm + C(dominance, Treatment(reference='-dom')):log_frequency + C(dominance, Treatment(reference='-dom')):lex_emb_norm + log_frequency:lex_emb_norm","1 + C(tense) + C(semantic_role) + C(syntactic_role) + C(valence, Treatment(reference='-val')) + C(dominance, Treatment(reference='-dom'))",profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,20758.401616712305,21628.51818573485,-10266.200808356152,16320,0.19743166410959045,0.039449115447014044,0.9106862889218027,0.022120635129866967,0.00392759289041054,0.02180988481534391,0.007832995671522684,0.001974344948993325,0.002125307697316056,0.00234816005072659,-0.00118681703128338,0.0017472026203228142,0.003985095003079371,0.001860259462707434,-0.00020630261413436826,-0.006209649767966424,0.0033633332466245034,-0.0001952115009300987,0.0011787957089560387,-0.0003339690222313569,0.0003950734710655726,-5.09721474586328e-05,-0.00021380574356777584,-5.72137148992524e-05,0.013280498377590672,-0.0002284733839011381,0.001068716552581965,0.0030703614224696536,0.00030787771725356396,-0.0003113313855460564,0.00380151802871654
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-8B-Base.csv,Qwen_Qwen3-8B-Base,full_mixed_random_slopes__random_intercept_baseline,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc/models/full_mixed_random_slopes__random_intercept_baseline,random_intercept_baseline,,,,,,"log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence, Treatment(reference='-val')) + C(dominance, Treatment(reference='-dom')) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence, Treatment(reference='-val')) + C(tense):C(dominance, Treatment(reference='-dom')) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence, Treatment(reference='-val')) + C(semantic_role):C(dominance, Treatment(reference='-dom')) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence, Treatment(reference='-val')) + C(syntactic_role):C(dominance, Treatment(reference='-dom')) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom')) + C(valence, Treatment(reference='-val')):log_frequency + C(valence, Treatment(reference='-val')):lex_emb_norm + C(dominance, Treatment(reference='-dom')):log_frequency + C(dominance, Treatment(reference='-dom')):lex_emb_norm + log_frequency:lex_emb_norm",1,profession,lbfgs,True,0,[],False,23473.07510741797,23927.38375850054,-11677.537553708986,16320,0.2406757624547245,0.06157664970707596,0.9084937598402064,0.022120635130027187,0.003927592890484608,0.021809884815274738,0.007832995671637184,0.001974344948985816,0.0021253076973158248,0.0023481600507143136,-0.0011868170312956167,0.0017472026203038738,0.003985095003059221,0.001860259462709957,-0.00020630261413570798,-0.006209649767977494,0.00336333324662116,-0.00019521150093274785,-0.0027580709656331026,-0.0003339690222416659,0.00039507347106992213,-5.0972147471919915e-05,-0.00021380574357271215,-5.721371490016052e-05,0.022339663655223746,-0.00022847338391193174,0.001068716552594375,0.003070361422500438,0.0003078777172565244,-0.00031133138554994606,0.07343155865741822
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-8B-Base.csv,Qwen_Qwen3-8B-Base,random_intercept_only,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc/models/random_intercept_only,standalone_random_intercept,,,,,,log_he_she_odds ~ 1,1,profession,lbfgs,True,0,[],False,27419.245529403648,27442.345969289203,-13706.622764701824,16320,0.30875597223751083,7.515651643724758e-32,0.8823437628987933,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__9ed18bc1,he_she_odds_results__allenai_Olmo-3-1025-7B__9ed18bc1,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,full_mixed_random_slopes,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__9ed18bc1/models/full_mixed_random_slopes,random_slopes,0.006060408578803953,0.0027972475384906927,0.0359914039181982,0.008918020747265065,0.009617289138886652,"log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence, Treatment(reference='-val')) + C(dominance, Treatment(reference='-dom')) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence, Treatment(reference='-val')) + C(tense):C(dominance, Treatment(reference='-dom')) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence, Treatment(reference='-val')) + C(semantic_role):C(dominance, Treatment(reference='-dom')) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence, Treatment(reference='-val')) + C(syntactic_role):C(dominance, Treatment(reference='-dom')) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom')) + C(valence, Treatment(reference='-val')):log_frequency + C(valence, Treatment(reference='-val')):lex_emb_norm + C(dominance, Treatment(reference='-dom')):log_frequency + C(dominance, Treatment(reference='-dom')):lex_emb_norm + log_frequency:lex_emb_norm","1 + C(tense) + C(semantic_role) + C(syntactic_role) + C(valence, Treatment(reference='-val')) + C(dominance, Treatment(reference='-dom'))",profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,14155.79032222784,15025.906891250384,-6964.89516111392,16320,0.1314641393075952,0.04848308364008084,0.9267704031757679,0.010249985070497259,0.0025426428363267543,0.011701378026486884,0.005920380867066965,-8.771245698323739e-05,0.0031638617910939373,-0.0017690793897661866,0.0006021951729846361,0.003266368905238039,0.006503400036829959,0.0002491505950429171,-0.00016648366572821058,-0.004443807635936405,-0.0008875055812988685,0.0002936375322562673,-5.9239510001536655e-05,0.0005700050156432629,2.46704263144659e-05,0.0014438871145116853,2.158194860749508e-05,1.0174528931772352e-05,0.01165730491717075,-0.0014585941748114163,-0.0007026372901997991,0.001803230683835226,-0.0005921018306630379,-0.000632117345270314,0.037813822339783226
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__9ed18bc1,he_she_odds_results__allenai_Olmo-3-1025-7B__9ed18bc1,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,full_mixed_random_slopes__random_intercept_baseline,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__9ed18bc1/models/full_mixed_random_slopes__random_intercept_baseline,random_intercept_baseline,,,,,,"log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence, Treatment(reference='-val')) + C(dominance, Treatment(reference='-dom')) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence, Treatment(reference='-val')) + C(tense):C(dominance, Treatment(reference='-dom')) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence, Treatment(reference='-val')) + C(semantic_role):C(dominance, Treatment(reference='-dom')) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence, Treatment(reference='-val')) + C(syntactic_role):C(dominance, Treatment(reference='-dom')) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom')) + C(valence, Treatment(reference='-val')):log_frequency + C(valence, Treatment(reference='-val')):lex_emb_norm + C(dominance, Treatment(reference='-dom')):log_frequency + C(dominance, Treatment(reference='-dom')):lex_emb_norm + log_frequency:lex_emb_norm",1,profession,lbfgs,True,0,[],False,17985.5405604821,18439.849211564666,-8933.77028024105,16320,0.17178830539517873,0.01904687825616089,0.9368991480745084,0.010249985070499429,0.002542642836326107,0.011701378026485097,0.005920380867065662,-8.771245698322798e-05,0.0031638617910944404,-0.0017690793897667508,0.000602195172983894,0.003266368905238489,0.0065034000368297115,0.00024915059504285224,-0.00016648366572819087,-0.004443807635935956,-0.0008875055812987532,0.0002936375322561784,2.8494736622948818e-06,0.0005700050155678209,2.4670426326148117e-05,0.001443887114595104,2.1581948598169906e-05,1.0174528925561828e-05,0.014262928359877233,-0.0014585941747754046,-0.000702637290183225,0.0018032306838000152,-0.0005921018306494765,-0.0006321173452556548,-3.8299110345315154e-05
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__9ed18bc1,he_she_odds_results__allenai_Olmo-3-1025-7B__9ed18bc1,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,random_intercept_only,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__9ed18bc1/models/random_intercept_only,standalone_random_intercept,,,,,,log_he_she_odds ~ 1,1,profession,lbfgs,True,0,[],False,21268.19441879919,21291.294858684745,-10631.097209399595,16320,0.21160218835698216,1.8233329850053185e-32,0.9217509487577799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__allenai_Olmo-3-1125-32B__a787c097,he_she_odds_results__allenai_Olmo-3-1125-32B__a787c097,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__allenai_Olmo-3-1125-32B.csv,allenai_Olmo-3-1125-32B,full_mixed_random_slopes,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__allenai_Olmo-3-1125-32B__a787c097/models/full_mixed_random_slopes,random_slopes,0.003225448216791579,0.010321871097550487,0.04969253166704581,0.012905476369965823,0.008973017355583597,"log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence, Treatment(reference='-val')) + C(dominance, Treatment(reference='-dom')) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence, Treatment(reference='-val')) + C(tense):C(dominance, Treatment(reference='-dom')) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence, Treatment(reference='-val')) + C(semantic_role):C(dominance, Treatment(reference='-dom')) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence, Treatment(reference='-val')) + C(syntactic_role):C(dominance, Treatment(reference='-dom')) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom')) + C(valence, Treatment(reference='-val')):log_frequency + C(valence, Treatment(reference='-val')):lex_emb_norm + C(dominance, Treatment(reference='-dom')):log_frequency + C(dominance, Treatment(reference='-dom')):lex_emb_norm + log_frequency:lex_emb_norm","1 + C(tense) + C(semantic_role) + C(syntactic_role) + C(valence, Treatment(reference='-val')) + C(dominance, Treatment(reference='-dom'))",profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,23585.179489662376,24455.296058684922,-11679.589744831188,16320,0.23389939701179938,0.06219969711378574,0.9094556079743493,0.03272058447414736,-9.447222246490605e-05,0.07756199801003068,0.003699051478083219,0.001635134986449805,-0.0016591040808257116,-0.00747005818886218,-0.0004607818534036742,0.015289728414507122,0.017662132260540756,-0.0006489053471614986,0.000335451859772206,-0.008881008435987079,0.007315457197589538,4.1938239490115975e-05,0.010334953911521963,-0.0007840173410760839,-9.384101650341446e-05,0.0006098791702102414,-0.00012633368754250683,-0.000300688603190207,0.005946393184857368,-0.0006856216940215794,-0.00015257551761161775,-9.10231117515836e-05,0.00017074429735039725,-0.00034860303067688064,0.009151363853420798
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__allenai_Olmo-3-1125-32B__a787c097,he_she_odds_results__allenai_Olmo-3-1125-32B__a787c097,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__allenai_Olmo-3-1125-32B.csv,allenai_Olmo-3-1125-32B,full_mixed_random_slopes__random_intercept_baseline,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__allenai_Olmo-3-1125-32B__a787c097/models/full_mixed_random_slopes__random_intercept_baseline,random_intercept_baseline,,,,,,"log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence, Treatment(reference='-val')) + C(dominance, Treatment(reference='-dom')) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence, Treatment(reference='-val')) + C(tense):C(dominance, Treatment(reference='-dom')) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence, Treatment(reference='-val')) + C(semantic_role):C(dominance, Treatment(reference='-dom')) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence, Treatment(reference='-val')) + C(syntactic_role):C(dominance, Treatment(reference='-dom')) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom')) + C(valence, Treatment(reference='-val')):log_frequency + C(valence, Treatment(reference='-val')):lex_emb_norm + C(dominance, Treatment(reference='-dom')):log_frequency + C(dominance, Treatment(reference='-dom')):lex_emb_norm + log_frequency:lex_emb_norm",1,profession,lbfgs,True,0,[],False,26198.44997735109,26652.758628433658,-13040.224988675545,16320,0.28443129457252114,0.05512646154709219,0.9060495431299971,0.03272058447411476,-9.447222246203433e-05,0.07756199801012598,0.003699051478101906,0.0016351349864543738,-0.0016591040808242902,-0.007470058188872444,-0.0004607818533947643,0.015289728414501725,0.01766213226054432,-0.0006489053471620459,0.0003354518597730673,-0.00888100843599626,0.007315457197593463,4.1938239489409157e-05,0.011001172045475816,-0.0007840173410800152,-9.384101650396902e-05,0.0006098791702127122,-0.00012633368754270252,-0.00030068860319142163,0.005574358321489918,-0.0006856216940109482,-0.00015257551760971955,-9.102311174970691e-05,0.0001707442973485479,-0.00034860303067173464,0.015072586713286713
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__allenai_Olmo-3-1125-32B__a787c097,he_she_odds_results__allenai_Olmo-3-1125-32B__a787c097,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__allenai_Olmo-3-1125-32B.csv,allenai_Olmo-3-1125-32B,random_intercept_only,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__allenai_Olmo-3-1125-32B__a787c097/models/random_intercept_only,standalone_random_intercept,,,,,,log_he_she_odds ~ 1,1,profession,lbfgs,True,0,[],False,32521.03958965052,32544.140029536076,-16257.51979482526,16320,0.42224279457294833,1.4736468642059887e-31,0.8597812474422962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94,he_she_odds_results__google_gemma-3-12b-pt__dea67b94,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__google_gemma-3-12b-pt.csv,google_gemma-3-12b-pt,full_mixed_random_slopes,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94/models/full_mixed_random_slopes,random_slopes,0.004965616272509441,0.0033303514142266405,0.024987119414975056,0.00938318275088584,0.00534361463280308,"log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence, Treatment(reference='-val')) + C(dominance, Treatment(reference='-dom')) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence, Treatment(reference='-val')) + C(tense):C(dominance, Treatment(reference='-dom')) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence, Treatment(reference='-val')) + C(semantic_role):C(dominance, Treatment(reference='-dom')) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence, Treatment(reference='-val')) + C(syntactic_role):C(dominance, Treatment(reference='-dom')) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom')) + C(valence, Treatment(reference='-val')):log_frequency + C(valence, Treatment(reference='-val')):lex_emb_norm + C(dominance, Treatment(reference='-dom')):log_frequency + C(dominance, Treatment(reference='-dom')):lex_emb_norm + log_frequency:lex_emb_norm","1 + C(tense) + C(semantic_role) + C(syntactic_role) + C(valence, Treatment(reference='-val')) + C(dominance, Treatment(reference='-dom'))",profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,8560.562447251694,9430.679016274238,-4167.281223625847,16320,0.09266605722123224,0.08706570455682114,0.9267860923213573,0.012187691102396772,-0.0002748511088468881,0.001773601313181476,0.0002961678812335966,0.00017473984223482906,-0.0006251254191030879,0.00013925585316419928,-0.0007550221442283262,0.0008126935735165119,0.0036969032906693845,0.0004141937409961439,6.419432057955489e-05,-0.00040881696501037277,0.0018903346347286891,0.0004331915343813562,-0.01122387525685337,-0.0022608294163180224,-0.0007214652810304165,-0.0002339581061953015,-0.0005200139005606997,0.0009053972549398714,-0.00896564392778332,0.0021558474898474814,-0.0014383298975025492,-0.0034168802447580417,-0.0017093404942613774,0.002931831504093497,0.11487623669970959
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94,he_she_odds_results__google_gemma-3-12b-pt__dea67b94,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__google_gemma-3-12b-pt.csv,google_gemma-3-12b-pt,full_mixed_random_slopes__random_intercept_baseline,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/full_model_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94/models/full_mixed_random_slopes__random_intercept_baseline,random_intercept_baseline,,,,,,"log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence, Treatment(reference='-val')) + C(dominance, Treatment(reference='-dom')) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence, Treatment(reference='-val')) + C(tense):C(dominance, Treatment(reference='-dom')) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence, Treatment(reference='-val')) + C(semantic_role):C(dominance, Treatment(reference='-dom')) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence, Treatment(reference='-val')) + C(syntactic_role):C(dominance, Treatment(reference='-dom')) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom')) + C(valence, Treatment(reference='-val')):log_frequency + C(valence, Treatment(reference='-val')):lex_emb_norm + C(dominance, Treatment(reference='-dom')):log_frequency + C(dominance, Treatment(reference='-dom')):lex_emb_norm + log_frequency:lex_emb_norm",1,profession,lbfgs,True,0,[],False,12285.02169360721,12739.330344689777,-6083.510846803605,16320,0.12110239556449869,0.07027822220922557,0.9484712019710976,0.012187691102337262,-0.0002748511088529416,0.0017736013132310918,0.00029616788125018574,0.0001747398422301652,-0.0006251254190894732,0.0001392558531735739,-0.0007550221442337522,0.0008126935735073498,0.0036969032906896114,0.00041419374100115327,6.419432057775086e-05,-0.00040881696501410416,0.0018903346347419342,0.00043319153438792636,-0.01963120811488242,-0.002260829416672952,-0.0007214652811280563,-0.00023395810622378306,-0.0005200139006274881,0.0009053972550302791,-0.024277654148136985,0.0021558474898990786,-0.0014383298975507895,-0.003416880244886242,-0.0017093404943201457,0.002931831504176387,0.19356453111374677
