,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
Group,0.009364592541046664,0.0011861237157253497,-0.0001632062781440406,0.0008475079888941496,-0.0005418117618859522,0.0001687333063748792,0.00032596372642881204,0.00016258275650839245,-5.955273878754915e-05,6.616450034526065e-05,-8.872207947588391e-06,-4.7922608141436954e-05,-0.0002306163046195388,-0.00036257355615244174,-0.0001337358790028448
C(profession)[T.carpenter],0.0011861237157253497,0.004034353239794926,0.0005812768233502775,-0.0014974721813965205,0.0013599595808386552,-0.00010142758031761731,-0.0004248054031639908,-8.877766548443551e-05,0.0003680912586289683,0.00010952699942221687,0.00026385596039634894,0.000344171419670514,0.0007199198899289879,0.0009913180627312886,0.00032763938491542675
C(profession)[T.cashier],-0.0001632062781440406,0.0005812768233502775,0.009073192043471158,0.00029863041183996646,-0.0006554445134501054,-0.00016749835668538514,-5.9524939349103284e-05,-0.00017172206788957308,-0.00032426715764517116,-0.0002379345006260565,-0.00028946377732028746,-0.00031628050373138245,-0.00044174008545394555,-0.0005323578894770171,-0.00010867568629079028
C(profession)[T.ceo],0.0008475079888941496,-0.0014974721813965205,0.00029863041183996646,0.007521353781933267,0.0005226856855378464,-9.598942220385787e-05,-0.0002328907271481011,-9.063410799960539e-05,0.00010278036720774956,-6.682255138286716e-06,5.865257815974243e-05,9.265395489350576e-05,0.00025172626064484265,0.0003666220926753201,0.00013962775961678502
C(profession)[T.cleaner],-0.0005418117618859522,0.0013599595808386552,-0.0006554445134501054,0.0005226856855378464,0.007510330009470199,-0.00018343111173945153,-8.30795951920513e-05,-0.00018735666892976262,-0.0003291335199041967,-0.0002488951309266312,-0.00029678692865260355,-0.00032171064812553984,-0.0004383139714420817,-0.0005225350166242117,-0.00010199375128308045
C(profession)[T.cook],0.0001687333063748792,-0.00010142758031761731,-0.00016749835668538514,-9.598942220385787e-05,-0.00018343111173945153,0.009676232584221659,-0.000139124194874033,-0.0001470287394526177,-0.0001577758902743537,-0.00015169355693079933,-0.0001553239124490072,-0.0001572132122207541,-0.00016605212699022238,-0.00017243635875062427,-7.111117172124438e-06
C(profession)[T.designer],0.00032596372642881204,-0.0004248054031639908,-5.9524939349103284e-05,-0.0002328907271481011,-8.30795951920513e-05,-0.000139124194874033,0.009583194828698093,-0.00013432704695445164,-0.00011932577448120955,-0.0001278157213773642,-0.00012274833624373294,-0.00012011118141693067,-0.00010777349573496543,-9.886214780963128e-05,1.1576651962945782e-05
C(profession)[T.driver],0.00016258275650839245,-8.877766548443551e-05,-0.00017172206788957308,-9.063410799960539e-05,-0.00018735666892976262,-0.0001470287394526177,-0.00013432704695445164,0.009681313417342798,-0.00015593511061494462,-0.0001480016677727795,-0.00015273689295265943,-0.0001552011859968822,-0.0001667301537713499,-0.00017505737539903852,-9.453382139183586e-06
C(profession)[T.lawyer],-5.955273878754915e-05,0.0003680912586289683,-0.00032426715764517116,0.00010278036720774956,-0.0003291335199041967,-0.0001577758902743537,-0.00011932577448120955,-0.00015593511061494462,0.009461330251244814,-0.0001714757483198817,-0.00018768552343088389,-0.00019612137062738103,-0.00023558770386033302,-0.00026409371672347394,-3.4150063139641576e-05
C(profession)[T.manager],6.616450034526065e-05,0.00010952699942221687,-0.0002379345006260565,-6.682255138286716e-06,-0.0002488951309266312,-0.00015169355693079933,-0.0001278157213773642,-0.0001480016677727795,-0.0001714757483198817,0.009641384865337601,-0.00016105107257384589,-0.00016560059769104982,-0.00018688513143763413,-0.000202258669920818,-1.8128253613923855e-05
C(profession)[T.receptionist],-8.872207947588391e-06,0.00026385596039634894,-0.00028946377732028746,5.865257815974243e-05,-0.00029678692865260355,-0.0001553239124490072,-0.00012274833624373294,-0.00015273689295265943,-0.00018768552343088389,-0.00016105107257384589,0.009559707292571896,-0.00017324641940973627,-0.00020184373622504997,-0.00022249920163596473,-2.46381577985191e-05
C(profession)[T.salesperson],-4.7922608141436954e-05,0.000344171419670514,-0.00031628050373138245,9.265395489350576e-05,-0.00032171064812553984,-0.0001572132122207541,-0.00012011118141693067,-0.0001552011859968822,-0.00019612137062738103,-0.00016560059769104982,-0.00017324641940973627,0.009506073210989332,-0.00020036500324727334,-0.00022172936798742885,-2.558868350146807e-05
C(profession)[T.secretary],-0.0002306163046195388,0.0007199198899289879,-0.00044174008545394555,0.00025172626064484265,-0.0004383139714420817,-0.00016605212699022238,-0.00010777349573496543,-0.0001667301537713499,-0.00023558770386033302,-0.00018688513143763413,-0.00020184373622504997,-0.00020036500324727334,0.00909987385567873,-0.00023006642471607773,-3.046247767676582e-05
C(profession)[T.teacher],-0.00036257355615244174,0.0009913180627312886,-0.0005323578894770171,0.0003666220926753201,-0.0005225350166242117,-0.00017243635875062427,-9.886214780963128e-05,-0.00017505737539903852,-0.00026409371672347394,-0.000202258669920818,-0.00022249920163596473,-0.00022172936798742885,-0.00023006642471607773,0.008750827856317919,-9.943131355898458e-06
C(syntactic_role)[T.subject],-0.0001337358790028448,0.00032763938491542675,-0.00010867568629079028,0.00013962775961678502,-0.00010199375128308045,-7.111117172124438e-06,1.1576651962945782e-05,-9.453382139183586e-06,-3.4150063139641576e-05,-1.8128253613923855e-05,-2.46381577985191e-05,-2.558868350146807e-05,-3.046247767676582e-05,-9.943131355898458e-06,0.010146240998268996
