predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,full_r2,utility
log_frequency:lex_emb_norm,0.028351862597122596,0.00020357634090173408,0.4611740132381399,500,0,0.061477580659954345,OLS fixed-effect R2
C(tense):C(syntactic_role),0.0037044292045644582,0.00025846045729921316,0.06025658727617225,500,0,0.061477580659954345,OLS fixed-effect R2
"C(syntactic_role):C(valence, Treatment(reference='-val'))",0.0032176464588637714,0.00023441576362842836,0.05233853421560719,500,0,0.061477580659954345,OLS fixed-effect R2
"C(syntactic_role):C(dominance, Treatment(reference='-dom'))",0.002600907483726606,0.00020155255506964752,0.04230660113501834,500,0,0.061477580659954345,OLS fixed-effect R2
"C(tense):C(valence, Treatment(reference='-val'))",0.0025916121585714755,0.0001672376995955752,0.042155402518297476,500,0,0.061477580659954345,OLS fixed-effect R2
C(semantic_role):C(syntactic_role),0.0025261385175921096,0.00019738007326369265,0.04109040223239627,500,0,0.061477580659954345,OLS fixed-effect R2
C(syntactic_role),0.0021529775075989246,0.00019276101993771978,0.03502053080955648,500,0,0.061477580659954345,OLS fixed-effect R2
"C(tense):C(dominance, Treatment(reference='-dom'))",0.0019907625467111764,0.000143618096006896,0.03238192728699768,500,0,0.061477580659954345,OLS fixed-effect R2
C(tense):C(semantic_role),0.0016445645605066561,0.0001353443829243921,0.02675063889717936,500,0,0.061477580659954345,OLS fixed-effect R2
C(tense),0.0015379557115001703,0.00013516685143325865,0.025016529521663066,500,0,0.061477580659954345,OLS fixed-effect R2
C(tense):lex_emb_norm,0.0013763806101417348,0.000124840199964013,0.02238833401325258,500,0,0.061477580659954345,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):lex_emb_norm",0.001248643143039765,0.00013829113332568385,0.020310544586103305,500,0,0.061477580659954345,OLS fixed-effect R2
C(syntactic_role):lex_emb_norm,0.0012156733529111998,0.00011983822368950592,0.019774254937508836,500,0,0.061477580659954345,OLS fixed-effect R2
lex_emb_norm,0.0011675243702435052,0.0001401196198609627,0.01899105914237797,500,0,0.061477580659954345,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom')):lex_emb_norm",0.0009580979555282412,0.00012075481664838721,0.015584509755315291,500,0,0.061477580659954345,OLS fixed-effect R2
"C(semantic_role):C(valence, Treatment(reference='-val'))",0.0009341731999068707,6.216881457107709e-05,0.015195347472666217,500,0,0.061477580659954345,OLS fixed-effect R2
C(semantic_role):lex_emb_norm,0.0008400499577158784,0.00010775166907039986,0.013664330129748836,500,0,0.061477580659954345,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.0007691760981115722,6.3215542661322e-05,0.012511489389376752,500,0,0.061477580659954345,OLS fixed-effect R2
"C(valence, Treatment(reference='-val'))",0.0006389183499145204,5.792887271006218e-05,0.010392704837370138,500,0,0.061477580659954345,OLS fixed-effect R2
C(syntactic_role):log_frequency,0.000496308016215909,3.7070530585589464e-05,0.008072991989731914,500,0,0.061477580659954345,OLS fixed-effect R2
C(tense):log_frequency,0.00032134114950367707,3.7067984106160524e-05,0.005226964790320617,500,0,0.061477580659954345,OLS fixed-effect R2
"C(semantic_role):C(dominance, Treatment(reference='-dom'))",0.000249089289913039,1.7844441585687044e-05,0.004051709375012742,500,0,0.061477580659954345,OLS fixed-effect R2
C(semantic_role):log_frequency,0.00023115206014515756,3.9586117810875994e-05,0.0037599407404092407,500,0,0.061477580659954345,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):log_frequency",0.00020307585168325803,3.460480009371473e-05,0.0033032505427712587,500,0,0.061477580659954345,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom')):log_frequency",0.00015732438493091473,3.3570300691854065e-05,0.0025590529627557983,500,0,0.061477580659954345,OLS fixed-effect R2
C(semantic_role),0.00012853878448608014,1.1436935632049915e-05,0.0020908237296626176,500,0,0.061477580659954345,OLS fixed-effect R2
log_frequency,0.00012387760307386352,2.6122869108793917e-05,0.0020150045226902643,500,0,0.061477580659954345,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom'))",9.93797357312225e-05,8.628821061989749e-06,0.0016165199518977996,500,0,0.061477580659954345,OLS fixed-effect R2
