,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject],C(valence)[T.-val],C(dominance)[T.-dom]
CEO,-0.402464346729079,-0.05304412186747751,0.107080415088268,0.022517389967263362,0.03941129493268455
accountant,0.13387694994265692,0.03366543113935169,0.101480297894731,0.00668913772474337,0.007408107032315599
administrator,-0.6650660482673927,0.00028897694216249313,-0.10849030042490332,-0.0977005671982589,-0.08636785885326617
agronomist,0.23709054658210738,0.05153010655496793,0.2279579032934449,-0.02121655912530832,0.04416671533102912
binman,0.4645371968568046,0.029730636919557015,-0.11529540186523372,-0.013767254914177261,0.14655327729190837
bodyguard,0.6387365037921523,-0.09840690184306593,0.20617313400757808,0.0003519353126422941,-0.004903248084902664
bookbinder,0.20879618661700777,0.020361047908368464,-0.2864896555929151,0.24667796289803828,-0.1195872289922674
builder,1.4060351906611557,-0.04359871613925966,-0.13821065570544117,0.15491658732702301,0.009200066109878767
cashier,-1.5692294558315372,0.05306848995704625,-0.07188550304944756,-0.21034006874183508,-0.03156738606816309
chauffeur,1.2481016632972546,-0.02165884972272265,-0.06181692169346426,-0.07962328815766533,-0.0947726177266481
colonel,1.4074143628246378,0.03008392601034742,-0.09948430484878114,-0.002083616401429457,-0.007719745616216391
doctor,-0.1598166335421967,0.0429793377602966,-0.015145935498590826,-0.02002680009622989,-0.006044395321641291
electrician,1.273876704325738,0.02218618878823681,-0.06201806984991574,0.10425831962970886,0.1316717554142981
farmer,1.3033552094481704,0.030934280758170556,-0.1887079528674958,0.10865492556137478,0.021945675483294725
farmhand,0.439900530762232,0.01450751339017404,0.08460334988095403,0.016927971713594118,0.03296291724027959
fisherman,2.4288433383229115,0.05323308671891167,-0.0020820156628625934,-0.010220401013852333,0.05159965481614442
hawker,0.3708587860240279,-0.17275125205042768,-0.060069488215963494,-0.09019724883907704,0.09459789083319727
housekeeper,-2.9948105189605165,-0.007583771266277598,0.29046627354447746,-0.1589242081938063,-0.17300792741732177
manager,-0.8052103198765723,0.05133038546636705,0.1318244821025028,-0.1349059570885346,0.10465569166529246
midwife,-4.087758968332783,0.06560370604919576,0.23584940388551592,-0.15710870336341395,0.02885298386757833
molder,-0.35095721279605274,0.05515159255905745,0.044374288960912917,-0.06663077886090665,-0.1194221463666173
paralegal,-1.9032994914564259,0.059581914420140485,0.2618043420284007,-0.13170139665186048,0.008918983931654367
programmer,0.29394906252940894,-0.0013937564961534073,0.024979302079934727,0.11738388818309275,0.0719727871806399
salesperson,-0.4443152857135698,-0.049675740977184975,-0.07217418142706554,-0.0392306529530952,0.024607159522223202
scientist,-0.031434266397916986,-0.022096892618784534,-0.1993508670836998,0.013460014628642504,0.024354626138677667
scrivener,1.355080677216547,-0.09507982836844826,-0.328060573210257,0.29090144650326005,-0.10624494734388201
sergeant,0.5738366370892749,-0.017086776054650143,-0.04776866697505233,0.002410494648983879,-0.05038214158782005
soldier,1.1058840358135595,-0.06621173834960105,-0.00835932317086829,0.15549969245136672,-0.0613213146318144
solicitor,-0.08572517731722262,-0.05046601644775656,-0.1342938235042894,-0.05800982087300792,0.0076984186803243934
teacher,-1.7534937953873002,0.09063900876553785,0.12949355516728323,-0.06364967259067482,-0.023847051879452602
tradesperson,-0.38986733893206876,0.009494976698154672,0.013549028277410884,-0.010210975354351354,0.010793527892784215
welder,0.7532752778734435,-0.015316244597994574,0.14006786438866642,0.12489820391447498,0.023816476539689782
